50000	147082
68	59	162
68	62	262
68	78	320
69	83	836
69	22	156
69	70	629
69	76	983
70	69	629
70	58	770
70	61	802
70	93	903
71	52	189
71	72	823
71	319	742
72	71	823
72	317	223
72	318	268
73	66	437
73	74	732
73	79	660
74	73	732
75	80	803
75	65	915
75	82	226
75	57	357
76	69	983
76	198	610
76	88	436
76	77	301
77	197	303
77	10	220
77	76	301
78	65	532
78	82	81
78	68	320
79	81	579
79	73	660
79	89	913
80	64	136
80	86	991
80	87	400
80	75	803
81	61	739
81	93	205
81	79	579
81	95	161
82	87	763
82	106	500
82	75	226
82	78	81
83	69	836
83	88	329
83	92	585
84	352	518
84	85	648
84	9833	204
85	84	648
85	853	740
85	895	716
86	80	991
86	66	784
86	89	405
86	94	21
87	80	400
87	82	763
87	99	840
87	94	907
88	96	800
88	83	329
88	387	62
88	76	436
89	97	93
89	86	405
89	79	913
89	95	757
90	400	51
90	1520	637
90	297	108
90	1642	961
90	91	667
91	295	723
91	297	721
91	345	613
91	90	667
92	96	499
92	98	263
92	83	585
92	93	307
93	81	205
93	70	903
93	92	307
94	97	704
94	86	21
94	87	907
94	108	150
95	81	161
95	101	498
95	102	879
95	89	757
96	103	440
96	88	800
96	104	162
96	92	499
97	102	540
97	89	93
97	107	288
97	94	704
98	101	966
98	104	584
98	92	263
99	100	644
99	3558	463
99	87	840
99	105	898
100	99	644
100	108	829
100	109	257
101	112	860
101	98	966
101	2339	802
101	95	498
102	97	540
102	113	223
102	95	879
102	111	15
103	96	440
103	115	292
103	124	389
104	96	162
104	98	584
104	115	295
104	120	260
105	99	898
105	9062	848
105	106	703
106	82	500
106	105	703
107	97	288
107	113	622
107	346	585
107	108	874
108	100	829
108	107	874
108	94	150
108	110	67
109	100	257
109	118	18
109	110	104
110	346	907
110	108	67
110	109	104
111	112	859
111	102	15
111	119	965
111	122	898
112	2339	989
112	101	860
112	111	859
113	114	471
113	102	223
113	121	417
113	107	622
114	113	471
115	128	118
115	103	292
115	104	295
115	120	18
115	123	952
116	117	570
116	133	736
116	118	665
117	116	570
117	9062	911
118	116	665
118	109	18
119	120	726
119	125	827
119	111	965
120	115	18
120	2339	902
120	119	726
120	104	260
121	113	417
121	122	221
121	126	129
122	121	221
122	125	573
122	111	898
122	127	390
123	115	952
123	136	959
123	124	551
124	103	389
124	123	551
124	347	878
125	128	798
125	129	784
125	119	827
125	122	573
126	130	418
126	121	129
126	127	597
127	129	632
127	134	666
127	122	390
127	126	597
128	115	118
128	138	502
128	125	798
129	137	922
129	125	784
129	127	632
130	131	308
130	134	461
130	126	418
131	130	308
132	52	550
132	151	525
132	152	361
133	116	736
134	130	461
134	137	999
134	142	355
134	127	666
135	8946	572
135	136	115
135	284	271
136	135	115
136	123	959
136	347	577
137	129	922
137	145	845
137	134	999
137	138	368
138	128	502
138	144	629
138	8855	128
138	137	368
139	2342	137
139	140	166
139	8862	876
140	8855	495
140	139	166
141	325	377
141	142	123
141	143	636
142	145	417
142	134	355
142	141	123
143	144	735
143	145	105
143	141	636
144	177	461
144	138	629
144	8862	857
144	143	735
145	137	845
145	142	417
145	143	105
146	147	79
146	148	479
146	149	699
147	146	79
147	148	225
147	150	6
147	412	205
148	146	479
148	147	225
148	324	718
148	278	781
149	161	307
149	146	699
149	150	301
150	147	6
150	149	301
150	406	111
150	411	895
151	132	525
151	153	448
151	156	725
152	132	361
152	153	247
152	154	485
153	8945	613
153	151	448
153	152	247
153	154	769
154	152	485
154	153	769
155	166	896
155	156	539
155	157	885
156	4323	405
156	278	681
156	151	725
156	155	539
157	162	103
157	170	413
157	155	885
158	160	859
158	280	805
158	159	474
159	280	775
159	282	884
159	158	474
160	158	859
161	149	307
161	328	826
161	175	656
162	157	103
163	164	293
163	180	807
163	165	275
164	163	293
164	180	294
164	327	773
165	163	275
165	166	475
165	171	527
166	165	475
166	155	896
166	332	432
167	168	981
167	169	610
167	172	695
168	167	981
168	281	426
168	286	183
169	167	610
170	4137	964
170	171	227
170	157	413
171	165	527
171	170	227
171	4139	253
172	176	255
172	292	857
172	167	695
173	176	555
173	174	295
173	175	190
174	173	295
175	161	656
175	178	363
175	173	190
176	178	404
176	172	255
176	173	555
177	144	461
178	176	404
178	181	375
178	175	363
179	180	292
179	184	445
179	185	294
180	163	807
180	179	292
180	164	294
181	178	375
181	182	461
181	183	28
182	181	461
183	291	790
183	181	28
183	185	373
184	179	445
185	179	294
185	183	373
185	186	10
186	185	10
186	187	245
186	188	986
187	336	967
187	186	245
187	333	327
188	289	468
188	194	913
188	186	986
189	193	127
189	190	698
189	191	56
190	5297	946
190	189	698
190	5294	17
191	4454	299
191	4444	276
191	189	56
192	193	609
192	196	202
192	10687	28
193	192	609
193	189	127
193	9967	782
194	195	823
194	361	772
194	188	913
195	194	823
195	338	506
195	196	533
196	192	202
196	10400	799
196	195	533
197	387	757
197	198	441
197	77	303
198	197	441
198	76	610
198	10925	949
199	200	911
199	205	478
199	206	434
200	373	964
200	199	911
200	376	597
200	361	328
201	213	106
201	202	701
201	203	457
201	204	953
202	208	98
202	201	701
202	383	669
203	201	457
203	383	228
204	210	975
204	212	105
204	201	953
204	205	772
205	199	478
205	204	772
206	210	254
206	199	434
206	207	207
207	1203	614
207	376	898
207	206	207
208	209	380
208	213	759
208	214	415
208	202	98
209	208	380
209	288	547
209	290	978
209	287	586
210	211	280
210	215	774
210	204	975
210	206	254
211	210	280
211	1203	907
211	220	770
211	223	429
212	213	719
212	215	813
212	204	105
212	221	299
213	208	759
213	212	719
213	201	106
213	222	528
214	208	415
214	299	92
214	222	80
215	210	774
215	226	166
215	212	813
215	223	1000
216	225	339
216	227	169
216	217	387
216	10893	372
217	224	606
217	216	387
217	219	786
218	224	912
218	230	246
218	219	252
218	220	547
219	360	483
219	217	786
219	218	252
220	211	770
220	231	197
220	360	439
220	218	547
221	226	374
221	243	201
221	212	299
221	222	613
222	213	528
222	214	80
222	221	613
223	211	429
223	229	199
223	215	1000
223	231	838
224	227	934
224	217	606
224	218	912
224	234	18
225	228	512
225	216	339
225	233	63
226	229	738
226	215	166
226	221	374
226	350	918
227	224	934
227	216	169
227	233	107
227	236	629
228	225	512
228	232	122
228	235	570
229	226	738
229	238	132
229	223	199
230	231	80
230	218	246
230	234	367
230	237	381
231	230	80
231	220	197
231	238	335
231	223	838
232	228	122
232	1380	294
232	1355	65
233	240	826
233	225	63
233	227	107
233	235	150
234	224	18
234	230	367
234	236	972
234	239	731
235	228	570
235	244	860
235	233	150
236	240	891
236	227	629
236	234	972
237	230	381
237	343	934
237	238	631
237	239	835
238	229	132
238	231	335
238	237	631
239	245	309
239	264	753
239	234	731
239	237	835
240	244	936
240	245	804
240	233	826
240	236	891
241	242	897
241	243	470
241	296	947
242	241	897
242	356	963
242	350	699
243	241	470
243	299	821
243	221	201
243	350	407
244	240	936
244	357	638
244	246	812
244	235	860
245	240	804
245	246	420
245	239	309
246	244	812
246	245	420
246	359	831
247	259	927
247	405	448
247	248	811
247	249	422
248	357	585
248	358	192
248	247	811
249	247	422
249	250	190
249	251	334
250	4211	213
250	405	53
250	263	820
250	249	190
251	258	995
251	263	155
251	249	334
252	256	5
252	253	902
252	254	721
253	294	755
253	10841	992
253	252	902
254	10755	674
254	10757	101
254	252	721
255	256	793
255	257	762
255	260	79
256	293	481
256	341	986
256	252	5
256	255	793
257	10721	508
257	297	163
257	255	762
258	259	422
258	265	418
258	251	995
259	258	422
259	247	927
259	1371	990
260	340	726
260	261	179
260	255	79
261	260	179
261	344	621
262	263	719
263	4245	422
263	262	719
263	250	820
263	251	155
264	4374	86
264	265	855
264	397	826
264	239	753
265	258	418
265	264	855
265	1371	619
266	18	189
266	303	254
267	321	786
267	306	436
267	268	884
267	269	102
268	321	382
268	1410	726
268	267	884
268	269	836
269	321	86
269	1400	359
269	267	102
269	268	836
270	272	346
270	1666	477
270	404	447
270	271	889
271	595	587
271	10476	850
271	270	889
272	595	902
272	10109	636
272	270	346
273	3872	446
273	4	417
273	3861	991
273	3862	16
274	4	766
274	309	387
274	3862	785
275	276	726
275	284	382
275	45	967
276	275	726
276	313	678
277	48	165
277	53	928
277	326	872
278	148	781
278	53	152
278	156	681
279	53	435
279	42	227
279	45	263
280	281	802
280	158	805
280	159	775
281	168	426
281	280	802
282	283	885
282	159	884
283	282	885
283	285	855
284	275	382
284	406	899
284	135	271
285	406	214
285	283	855
286	292	10
286	168	183
287	209	586
287	290	963
287	372	531
288	209	547
288	298	356
288	302	604
289	291	663
289	362	146
289	188	468
290	209	978
290	373	805
290	375	541
290	287	963
291	289	663
291	292	203
291	183	790
292	291	203
292	172	857
292	286	10
293	256	481
293	10721	159
293	294	118
293	297	462
294	293	118
294	10841	52
294	253	755
295	296	797
295	298	42
295	91	723
295	382	127
296	384	432
296	241	947
296	295	797
297	257	163
297	293	462
297	90	108
297	91	721
298	288	356
298	803	714
298	295	42
298	299	883
299	243	821
299	214	92
299	298	883
300	368	951
300	370	427
300	301	89
300	302	636
301	401	974
301	1075	738
301	300	89
302	288	604
302	401	252
302	371	645
302	300	636
303	304	869
303	39	214
303	24	390
303	266	254
304	7600	433
304	4027	399
304	303	869
305	6	670
306	10470	191
306	1401	571
306	267	436
307	4114	247
307	4579	666
307	308	442
307	4479	775
308	307	442
308	10614	61
309	274	387
309	3	687
309	6	199
310	6	293
310	311	715
310	15	950
311	10464	587
311	310	715
312	20	389
312	26	829
312	15	262
313	36	476
313	276	678
313	37	229
314	315	860
314	316	225
314	29	878
315	314	860
316	314	225
317	39	283
317	4055	942
317	72	223
317	4041	855
318	72	268
319	320	758
319	4052	271
319	71	742
320	319	758
321	267	786
321	268	382
321	269	86
322	323	655
322	324	322
322	412	906
323	322	655
324	322	322
324	148	718
324	325	405
325	324	405
325	8951	828
325	141	377
326	277	872
327	164	773
327	328	78
327	329	716
327	4477	869
328	161	826
328	8933	569
328	327	78
328	4478	365
329	4144	902
329	327	716
329	330	913
330	329	913
330	331	55
331	8775	755
331	330	55
332	166	432
333	187	327
333	334	616
333	335	633
334	4149	478
334	4139	319
334	333	616
335	333	633
336	187	967
337	338	601
337	339	399
337	377	508
338	337	601
338	195	506
338	9407	982
339	337	399
340	260	726
340	341	428
340	348	914
341	256	986
341	416	885
341	340	428
341	342	949
342	341	949
343	237	934
344	261	621
344	345	502
345	403	234
345	344	502
345	91	613
345	382	991
346	107	585
346	110	907
347	136	577
347	124	878
348	416	180
348	340	914
348	349	696
349	348	696
350	226	918
350	242	699
350	243	407
350	351	210
351	350	210
352	84	518
353	354	720
353	355	362
353	7831	359
354	353	720
354	508	895
354	509	478
355	353	362
356	242	963
357	244	638
357	359	735
357	248	585
358	359	965
358	248	192
359	357	735
359	246	831
359	358	965
360	1203	446
360	219	483
360	220	439
361	194	772
361	200	328
361	377	936
361	362	418
362	289	146
362	361	418
362	367	874
363	4116	890
363	364	999
363	991	609
364	1009	492
364	1001	958
364	363	999
364	8892	529
365	9332	134
365	10361	624
365	5117	850
365	366	550
366	4177	324
366	365	550
366	4109	979
367	374	401
367	362	874
368	369	5
368	370	172
368	300	951
369	368	5
369	419	576
369	486	637
370	368	172
370	371	682
370	300	427
371	370	682
371	372	6
371	302	645
372	371	6
372	287	531
373	290	805
373	374	269
373	375	90
373	200	964
374	373	269
374	375	555
374	367	401
375	290	541
375	373	90
375	374	555
376	391	678
376	200	597
376	377	764
376	207	898
377	337	508
377	391	595
377	376	764
377	361	936
378	4499	646
378	10425	421
378	379	209
379	378	209
380	1539	492
380	4585	465
380	381	48
380	1534	962
380	1550	290
381	1364	255
381	380	48
381	10141	166
381	1550	148
382	802	883
382	295	127
382	345	991
383	202	669
383	203	228
384	296	432
385	386	526
385	390	402
385	392	430
386	385	526
386	630	374
386	631	852
386	410	442
387	197	757
387	88	62
388	4	551
388	389	772
388	4005	373
388	4006	470
389	3872	833
389	3939	73
389	388	772
390	385	402
390	2161	420
390	392	25
390	410	100
391	405	230
391	376	678
391	377	595
392	385	430
392	390	25
392	1327	829
393	1488	687
393	1699	719
393	1095	590
393	394	841
394	1488	966
394	393	841
394	1469	863
394	398	761
395	6485	393
395	6489	766
395	396	663
396	6484	444
396	395	663
396	6700	272
397	400	622
397	420	923
397	264	826
398	394	761
398	10346	282
398	1468	616
398	399	601
399	1472	841
399	10810	739
399	1467	8
399	398	601
400	90	51
400	1642	28
400	397	622
401	402	315
401	825	637
401	301	974
401	302	252
402	401	315
402	803	426
402	825	109
403	345	234
403	825	831
403	841	337
403	1020	379
404	1398	464
404	407	770
404	425	470
404	270	447
405	247	448
405	391	230
405	250	53
406	150	111
406	284	899
406	285	214
407	404	770
407	408	432
407	425	812
408	407	432
408	409	210
408	1386	786
409	1667	160
409	408	210
409	1592	343
410	386	442
410	2164	944
410	390	100
410	1769	927
411	8946	287
411	8949	803
411	150	895
412	322	906
412	147	205
412	10926	475
413	418	908
413	489	392
413	414	956
414	489	229
414	490	641
414	491	114
414	413	956
415	416	878
415	421	81
415	422	113
416	341	885
416	488	218
416	348	180
416	415	878
417	418	488
417	419	543
417	505	716
418	417	488
418	10837	226
418	413	908
419	369	576
419	417	543
419	486	840
419	487	668
420	421	787
420	524	606
420	397	923
421	420	787
421	504	933
421	415	81
422	426	796
422	415	113
423	424	655
423	428	622
423	430	255
424	423	655
424	488	742
424	430	316
424	494	63
425	404	470
425	1396	813
425	407	812
426	422	796
426	427	949
427	432	448
427	426	949
427	428	12
428	496	168
428	423	622
428	488	404
428	427	12
429	434	599
429	430	708
429	431	842
430	434	843
430	423	255
430	424	316
430	429	708
431	10838	274
431	443	344
431	429	842
432	515	559
432	456	884
432	427	448
433	434	116
433	10725	319
433	443	925
433	492	219
434	433	116
434	443	523
434	429	599
434	430	843
435	436	86
435	437	558
435	438	972
436	529	894
436	435	86
436	527	216
437	435	558
438	435	972
438	536	154
438	600	617
439	452	97
439	440	736
439	508	678
440	515	613
440	439	736
440	601	946
441	4582	88
441	442	662
441	445	64
442	441	662
443	433	925
443	434	523
443	492	194
443	431	344
444	10283	310
444	445	597
444	446	234
445	10263	17
445	441	64
445	444	597
446	444	234
447	448	138
447	3791	524
448	3862	743
448	4285	42
448	447	138
449	450	793
449	485	255
449	4587	607
450	449	793
450	6792	721
450	6748	146
451	452	56
452	451	56
452	516	58
452	439	97
453	454	268
453	8265	789
454	498	284
454	453	268
454	7530	283
455	456	399
455	457	329
455	462	187
456	432	884
456	496	765
456	455	399
457	455	329
457	521	889
457	458	855
458	520	36
458	457	855
458	459	917
458	461	276
459	458	917
459	460	94
459	461	785
460	521	119
460	459	94
460	461	104
461	458	276
461	459	785
461	460	104
462	455	187
462	522	275
462	587	744
462	588	15
463	464	767
463	467	63
463	580	84
464	538	187
464	539	365
464	463	767
465	466	236
465	8788	570
465	7912	918
466	465	236
467	463	63
468	7936	981
468	469	969
468	470	610
469	579	759
469	468	969
469	580	419
470	468	610
471	472	663
471	475	559
472	471	663
472	573	74
473	474	793
473	2491	303
473	3499	239
473	1580	550
474	473	793
474	2491	285
474	3500	198
475	484	788
475	471	559
475	575	890
476	497	34
476	4645	806
476	477	303
477	530	593
477	4658	381
477	500	54
477	476	303
478	775	202
478	807	714
478	776	655
478	479	187
479	478	187
480	481	864
481	480	864
481	554	19
481	556	237
482	483	744
483	482	744
483	548	931
483	550	764
484	8563	930
484	475	788
485	449	255
485	5907	665
485	5909	566
485	9113	636
486	369	637
486	419	840
486	487	522
487	419	668
487	596	911
487	486	522
488	416	218
488	424	742
488	428	404
489	602	93
489	604	34
489	413	392
489	414	229
490	491	36
490	603	214
490	414	641
491	596	708
491	490	36
491	414	114
492	433	219
492	443	194
492	493	993
492	527	328
493	492	993
494	424	63
494	505	755
494	507	353
495	496	494
496	456	765
496	428	168
496	495	494
497	4659	603
497	4979	608
497	476	34
498	499	428
498	454	284
498	8942	851
499	577	932
499	498	428
499	8557	794
500	4645	767
500	4646	123
500	4647	40
500	477	54
501	502	642
501	503	144
502	501	642
502	540	234
502	542	472
503	501	144
503	540	949
504	421	933
505	417	716
505	506	675
505	494	755
506	505	675
507	494	353
508	354	895
508	439	678
508	510	586
509	513	749
509	354	478
509	514	136
510	508	586
511	512	646
511	515	484
512	8789	269
512	511	646
513	10843	179
513	509	749
514	509	136
515	432	559
515	440	613
515	511	484
516	452	58
517	518	654
517	519	594
517	8908	536
518	517	654
519	517	594
520	458	36
521	457	889
521	522	589
521	460	119
522	521	589
522	523	490
522	462	275
523	522	490
524	420	606
524	7705	13
524	525	732
524	526	178
525	4374	818
525	524	732
526	524	178
527	528	263
527	436	216
527	492	328
528	527	263
529	436	894
530	4657	815
530	531	587
530	4662	577
530	477	593
531	4977	650
531	530	587
531	4978	62
531	4975	849
532	4961	969
532	4642	9
532	533	430
532	537	345
533	4960	72
533	4961	783
533	532	430
533	4647	213
534	594	556
534	535	381
534	536	782
535	594	178
535	534	381
535	605	979
536	594	52
536	438	154
536	534	782
537	532	345
537	4971	706
537	4974	814
538	464	187
539	464	365
540	502	234
540	503	949
540	541	386
541	540	386
541	10317	221
542	502	472
542	8445	705
542	543	364
543	544	386
543	547	527
543	542	364
544	8385	860
544	549	8
544	543	386
545	546	917
545	9115	898
545	9102	391
546	545	917
546	1998	983
546	9118	827
547	548	732
547	543	527
548	483	931
548	547	732
548	549	880
549	544	8
549	548	880
549	8391	415
549	8365	223
550	483	764
550	551	833
550	552	515
551	550	833
551	8360	333
551	8365	602
552	550	515
552	553	837
552	8330	635
553	552	837
553	554	687
553	8586	107
554	481	19
554	553	687
554	555	449
555	554	449
555	8266	429
555	8683	174
555	556	402
556	481	237
556	555	402
556	557	454
557	556	454
557	558	680
558	8280	341
558	557	680
558	559	798
559	597	373
559	598	871
559	558	798
560	561	737
560	10547	226
560	8203	611
561	560	737
561	564	798
561	8171	848
562	563	607
562	564	140
562	565	74
563	8145	186
563	10401	955
563	562	607
563	8157	63
564	561	798
564	562	140
564	8157	563
565	562	74
565	8130	169
565	566	274
566	565	274
566	567	904
566	8110	820
567	8083	353
567	566	904
567	568	970
568	567	970
568	571	98
569	570	86
569	571	208
569	572	991
570	569	86
571	568	98
571	569	208
571	8061	940
572	8676	240
572	569	991
572	575	825
573	576	396
573	472	74
573	574	233
574	8001	384
574	573	233
574	7999	880
575	8039	353
575	475	890
575	572	825
576	8465	939
576	8265	420
576	573	396
577	578	734
577	499	932
577	579	874
578	7968	437
578	577	734
578	7956	44
579	577	874
579	469	759
579	7957	753
580	469	419
580	581	710
580	463	84
581	580	710
581	582	386
581	583	102
582	581	386
583	581	102
583	584	811
583	585	931
584	583	811
585	583	931
585	586	782
585	587	103
586	585	782
587	585	103
587	588	474
587	462	744
588	587	474
588	589	665
588	462	15
589	588	665
589	590	518
589	591	37
590	10725	539
590	10726	356
590	589	518
591	592	658
591	593	318
591	589	37
592	591	658
593	591	318
593	607	434
594	534	556
594	535	178
594	536	52
595	272	902
595	1386	711
595	271	587
596	487	911
596	491	708
597	10547	653
597	559	373
598	10851	788
598	8277	509
598	10549	154
598	559	871
599	600	965
599	607	269
600	438	617
600	599	965
601	440	946
601	10843	376
601	10844	238
602	489	93
602	603	892
602	604	37
603	490	214
603	602	892
604	489	34
604	602	37
604	605	276
605	535	979
605	604	276
605	606	972
606	605	972
607	593	434
607	599	269
608	609	902
608	610	949
608	612	914
608	682	395
609	608	902
609	684	478
609	702	696
610	608	949
610	698	330
610	683	95
610	702	265
611	612	777
611	613	150
611	614	560
612	608	914
612	611	777
612	619	321
612	684	369
613	611	150
613	684	987
613	703	380
614	611	560
614	618	395
614	622	209
615	616	870
615	617	392
615	623	461
616	615	870
616	808	968
616	811	306
617	615	392
618	659	735
618	614	395
618	619	165
619	612	321
619	618	165
619	682	379
619	683	7
620	628	709
620	1740	492
620	621	543
620	622	345
621	660	18
621	620	543
621	622	656
622	659	433
622	614	209
622	620	345
622	621	656
623	624	340
623	625	683
623	615	461
624	1012	215
624	623	340
624	831	603
625	626	346
625	623	683
626	625	346
626	634	460
626	685	414
627	628	487
627	629	624
627	637	79
627	638	39
628	627	487
628	695	509
628	620	709
629	627	624
629	668	685
629	637	979
629	669	436
630	386	374
630	10451	393
630	631	625
630	686	545
631	386	852
631	707	893
631	630	625
632	1557	714
632	633	661
632	1514	991
633	2769	275
633	632	661
633	1514	724
634	626	460
634	645	750
634	635	173
635	659	686
635	646	920
635	634	173
635	683	459
636	672	600
636	637	908
636	639	671
637	627	79
637	629	979
637	636	908
637	639	239
638	627	39
638	653	831
638	639	564
639	636	671
639	637	239
639	653	434
639	638	564
640	641	872
640	673	256
640	642	269
641	640	872
641	672	758
641	673	125
641	654	995
641	655	499
642	640	269
642	649	298
642	651	613
643	657	260
643	644	583
643	650	568
644	643	583
644	664	414
644	665	82
644	666	968
645	646	963
645	2169	290
645	634	750
646	645	963
646	681	729
646	635	920
646	1758	901
647	1056	900
647	678	196
647	648	508
647	687	752
648	2160	591
648	647	508
648	1399	396
648	2621	876
649	642	298
649	650	474
649	651	25
650	656	649
650	643	568
650	649	474
651	642	613
651	649	25
651	655	971
652	653	117
652	654	258
652	670	870
653	667	723
653	652	117
653	638	831
653	639	434
654	641	995
654	674	875
654	652	258
654	655	978
654	671	129
655	641	499
655	676	686
655	651	971
655	654	978
656	657	903
656	658	625
656	676	90
656	650	649
657	656	903
657	643	260
657	677	614
658	656	625
658	691	992
658	1738	59
659	618	735
659	635	686
659	683	817
659	622	433
660	704	577
660	661	277
660	621	18
661	704	872
661	705	347
661	660	277
662	685	134
664	673	304
664	644	414
664	694	966
664	10447	625
665	644	82
666	673	641
666	644	968
667	688	191
667	653	723
667	670	949
668	629	685
669	629	436
670	1737	168
670	667	949
670	652	870
670	671	304
671	674	82
671	654	129
671	670	304
672	641	758
672	10481	232
672	636	600
673	640	256
673	641	125
673	664	304
673	666	641
674	675	316
674	654	875
674	671	82
674	1743	996
675	674	316
675	690	797
675	676	437
676	656	90
676	675	437
676	691	38
676	655	686
677	657	614
677	680	156
678	2166	397
678	647	196
678	1403	903
679	680	43
680	2164	335
680	677	156
680	1829	341
680	679	43
681	646	729
682	608	395
682	696	581
682	619	379
683	610	95
683	659	817
683	619	7
683	635	459
684	609	478
684	612	369
684	613	987
685	2689	376
685	626	414
685	662	134
685	879	65
686	10451	98
686	692	623
686	630	545
686	687	778
687	647	752
687	10106	779
687	686	778
688	689	316
688	1745	286
688	1737	831
688	667	191
689	688	316
690	675	797
690	691	436
690	1031	142
690	697	561
691	658	992
691	690	436
691	676	38
691	1031	314
692	686	623
692	2159	372
694	664	966
695	628	509
696	682	581
697	690	561
697	1748	879
697	1743	135
698	610	330
698	808	244
698	699	628
698	700	918
699	808	836
699	698	628
699	796	823
700	698	918
700	701	701
700	797	819
701	700	701
701	702	724
702	609	696
702	610	265
702	701	724
703	704	843
703	613	380
704	660	577
704	661	872
704	703	843
705	706	201
705	661	347
706	705	201
706	10447	478
707	631	893
707	10447	399
708	709	159
708	777	377
709	708	159
709	789	569
709	780	862
710	711	518
710	919	880
710	921	793
711	710	518
711	863	512
712	713	366
712	714	372
712	715	69
713	1040	448
713	712	366
713	922	251
714	1060	830
714	712	372
714	921	452
714	922	277
715	1060	111
715	1061	450
715	712	69
715	1065	456
716	720	65
716	10454	24
716	717	104
716	1037	437
717	1040	874
717	716	104
717	1038	975
718	723	167
718	719	894
719	721	599
719	718	894
720	724	809
720	986	393
720	716	65
720	732	864
721	722	443
721	723	835
721	719	599
722	721	443
722	1064	205
722	1069	26
723	721	835
723	724	425
723	718	167
724	720	809
724	723	425
724	727	450
725	931	427
725	726	853
725	1046	782
725	729	777
726	1042	995
726	1044	842
726	725	853
727	724	450
727	728	972
727	730	532
728	1088	642
728	1089	899
728	727	972
728	975	286
729	740	250
729	725	777
729	735	896
730	737	976
730	727	532
730	975	710
731	736	562
731	732	984
731	733	403
732	720	864
732	731	984
732	988	810
733	736	422
733	930	401
733	731	403
733	734	694
734	988	861
734	733	694
734	1055	56
735	739	957
735	755	256
735	729	896
736	737	366
736	738	947
736	930	115
736	731	562
736	733	422
737	736	366
737	1026	104
737	730	976
738	736	947
738	929	387
738	744	340
739	747	277
739	748	611
739	735	957
740	741	849
740	729	250
740	746	588
741	740	849
741	1045	495
741	1047	347
742	753	54
742	755	180
742	743	754
743	929	255
743	930	205
743	931	418
743	742	754
744	738	340
744	745	582
744	927	801
745	1026	623
745	744	582
745	973	541
745	974	250
746	740	588
746	756	203
746	747	718
746	941	545
747	739	277
747	746	718
747	749	222
748	739	611
748	749	553
748	766	469
749	747	222
749	748	553
749	943	79
750	752	847
750	925	435
750	751	352
751	1025	574
751	973	510
751	750	352
751	975	669
752	1094	182
752	1099	189
752	750	847
753	754	565
753	742	54
753	774	891
754	753	565
754	929	305
754	10657	263
755	742	180
755	761	448
755	735	256
756	757	29
756	746	203
756	767	939
757	756	29
757	1045	693
757	1048	267
758	773	146
758	759	221
758	760	74
758	782	54
759	1024	744
759	758	221
759	940	718
759	1023	493
760	758	74
760	774	591
760	972	390
760	927	720
761	755	448
761	787	580
761	765	400
762	769	426
762	763	634
762	764	792
763	762	634
763	1051	41
763	764	619
764	762	792
764	1050	187
764	763	619
765	761	400
765	810	945
765	766	345
766	748	469
766	765	345
766	989	833
767	768	961
767	979	683
767	756	939
768	1051	593
768	1052	177
768	767	961
769	770	973
769	984	909
769	762	426
770	769	973
770	772	917
770	805	657
771	772	637
772	770	917
772	771	637
772	10583	219
