40000	154594
107	106	4000000
107	108	4000000
108	100	169
108	107	4000000
108	109	4000000
108	94	200
108	110	165
109	100	55
109	118	121
109	108	4000000
109	110	4000000
110	346	81
110	108	165
110	109	4000000
110	111	4000000
111	112	4000000
111	102	54
111	119	33
111	122	32
111	110	4000000
112	113	4000000
112	2339	198
112	101	71
112	111	4000000
113	112	4000000
113	114	4000000
113	102	110
113	121	185
113	107	126
115	128	90
115	114	4000000
115	116	4000000
115	103	50
115	104	39
115	120	73
115	123	86
116	115	4000000
116	133	120
116	117	4000000
116	118	20
117	116	4000000
117	9062	77
117	118	4000000
118	116	20
118	117	4000000
118	119	4000000
118	109	121
119	118	4000000
119	120	4000000
119	125	157
119	111	33
120	115	73
120	2339	12
120	119	4000000
120	104	38
120	121	4000000
121	113	185
121	120	4000000
121	122	4000000
121	126	155
122	121	4000000
122	123	4000000
122	125	53
122	111	32
122	127	175
123	115	86
123	136	46
123	122	4000000
123	124	4000000
124	103	125
124	347	185
124	123	4000000
124	125	4000000
125	128	32
125	129	79
125	119	157
125	122	53
125	124	4000000
125	126	4000000
126	130	15
126	121	155
126	125	4000000
126	127	4000000
127	128	4000000
127	129	188
127	134	69
127	122	175
127	126	4000000
128	129	4000000
128	115	90
128	138	66
128	125	32
128	127	4000000
129	128	4000000
129	130	4000000
129	137	30
129	125	79
129	127	188
130	129	4000000
130	131	4000000
130	134	158
130	126	15
132	131	4000000
132	52	194
132	133	4000000
132	151	47
132	152	139
133	116	120
133	132	4000000
133	134	4000000
134	130	158
134	133	4000000
134	135	4000000
134	137	129
134	142	123
134	127	69
135	8946	14
135	134	4000000
135	136	4000000
135	284	31
136	135	4000000
136	137	4000000
136	123	46
136	347	29
137	129	30
137	145	135
137	134	129
137	136	4000000
137	138	4000000
138	128	66
138	144	46
138	8855	127
138	137	4000000
138	139	4000000
139	2342	53
139	138	4000000
139	140	4000000
139	8862	19
140	8855	104
140	139	4000000
140	141	4000000
141	325	141
141	140	4000000
141	142	4000000
141	143	94
142	145	187
142	134	123
142	141	4000000
142	143	4000000
143	144	4000000
143	145	83
143	141	94
143	142	4000000
144	177	24
144	145	4000000
144	138	46
144	8862	188
144	143	4000000
145	144	4000000
145	146	4000000
145	137	135
145	142	187
145	143	83
146	145	4000000
146	147	4000000
146	148	21
146	149	72
147	146	4000000
147	148	4000000
147	150	162
147	412	188
148	146	21
148	147	4000000
148	324	156
148	149	4000000
148	278	70
149	161	17
149	146	72
149	148	4000000
149	150	4000000
150	147	162
150	149	4000000
150	406	85
150	151	4000000
150	411	24
151	132	47
151	150	4000000
151	152	4000000
151	153	127
151	156	174
152	132	139
152	151	4000000
152	153	4000000
152	154	130
153	8945	46
153	151	127
153	152	4000000
153	154	4000000
154	152	130
154	153	4000000
154	155	4000000
155	166	51
155	154	4000000
155	156	4000000
155	157	67
156	4323	73
156	278	110
156	151	174
156	155	4000000
156	157	4000000
157	162	29
157	170	65
157	155	67
157	156	4000000
157	158	4000000
158	160	187
158	280	1
158	157	4000000
158	159	4000000
159	160	4000000
159	280	1
159	282	153
159	158	4000000
160	161	4000000
160	158	187
160	159	4000000
161	160	4000000
161	162	4000000
161	149	17
161	328	189
161	175	121
162	161	4000000
162	163	4000000
162	157	29
163	162	4000000
163	180	143
163	164	4000000
163	165	24
164	163	4000000
164	180	40
164	165	4000000
164	327	73
165	163	24
165	164	4000000
165	166	4000000
165	171	40
166	165	4000000
166	167	4000000
166	155	51
166	332	185
167	166	4000000
167	168	4000000
167	169	179
167	172	171
168	167	4000000
168	281	128
168	169	4000000
168	286	82
169	167	179
169	168	4000000
169	170	4000000
170	4137	117
170	169	4000000
170	171	4000000
170	157	65
171	165	40
171	170	4000000
171	4139	190
171	172	4000000
172	176	140
172	292	25
172	167	171
172	171	4000000
172	173	4000000
173	176	188
173	172	4000000
173	174	4000000
173	175	146
175	176	4000000
175	161	121
175	178	7
175	173	146
175	174	4000000
176	177	4000000
176	178	134
176	172	140
176	173	188
176	175	4000000
177	144	24
177	176	4000000
177	178	4000000
178	176	134
178	177	4000000
178	179	4000000
178	181	161
178	175	7
179	178	4000000
179	180	4000000
179	184	8
179	185	103
180	163	143
180	179	4000000
180	164	40
180	181	4000000
181	178	161
181	180	4000000
181	182	4000000
181	183	97
183	291	8
183	181	97
183	182	4000000
183	184	4000000
183	185	83
184	179	8
184	183	4000000
184	185	4000000
185	179	103
185	183	83
185	184	4000000
185	186	4000000
186	185	4000000
186	187	4000000
186	188	199
187	336	180
187	186	4000000
187	188	4000000
187	333	95
188	289	166
188	194	200
188	186	199
188	187	4000000
188	189	4000000
189	193	140
189	188	4000000
189	190	4000000
189	191	13
190	5297	198
190	189	4000000
190	5294	141
190	191	4000000
191	192	4000000
191	4454	127
191	4444	151
191	189	13
191	190	4000000
192	193	4000000
192	196	128
192	10687	148
192	191	4000000
193	192	4000000
193	194	4000000
193	189	140
193	9967	77
194	193	4000000
194	195	4000000
194	361	130
194	188	200
195	338	146
195	194	4000000
195	196	4000000
196	192	128
196	10400	180
196	195	4000000
196	197	4000000
197	387	185
197	196	4000000
197	198	4000000
197	77	98
198	197	4000000
198	199	4000000
198	76	34
198	10925	57
199	198	4000000
199	200	4000000
199	205	25
199	206	106
200	373	41
200	199	4000000
200	376	89
200	361	171
200	201	4000000
201	213	81
201	200	4000000
201	202	4000000
201	203	107
201	204	109
202	208	191
202	201	4000000
202	203	4000000
202	383	78
203	201	107
203	202	4000000
203	204	4000000
203	383	58
204	210	6
204	212	51
204	201	109
204	203	4000000
204	205	4000000
205	199	25
205	204	4000000
205	206	4000000
206	210	110
206	199	106
206	205	4000000
206	207	4000000
207	208	4000000
207	1203	184
207	376	43
207	206	4000000
208	209	4000000
208	213	104
208	214	99
208	202	191
208	207	4000000
209	288	105
209	208	4000000
209	290	23
209	210	4000000
209	287	181
210	209	4000000
210	211	4000000
210	215	147
210	204	6
210	206	110
211	210	4000000
211	1203	174
211	212	4000000
211	220	40
211	223	109
212	211	4000000
212	213	4000000
212	215	86
212	204	51
212	221	156
213	208	104
213	212	4000000
213	214	4000000
213	201	81
213	222	176
214	208	99
214	213	4000000
214	215	4000000
214	299	195
214	222	99
215	210	147
215	226	164
215	212	86
215	214	4000000
215	216	4000000
215	223	61
216	225	156
216	227	45
216	215	4000000
216	217	4000000
216	10893	25
217	224	111
217	216	4000000
217	218	4000000
217	219	190
218	224	140
218	230	35
218	217	4000000
218	219	4000000
218	220	155
219	360	28
219	217	190
219	218	4000000
219	220	4000000
220	211	40
220	231	198
220	360	128
220	218	155
220	219	4000000
220	221	4000000
221	226	111
221	243	34
221	212	156
221	220	4000000
221	222	4000000
222	213	176
222	214	99
222	221	4000000
222	223	4000000
223	224	4000000
223	211	109
223	229	178
223	215	61
223	231	33
223	222	4000000
224	225	4000000
224	227	44
224	217	111
224	218	140
224	234	175
224	223	4000000
225	224	4000000
225	226	4000000
225	228	39
225	216	156
225	233	70
226	225	4000000
226	227	4000000
226	229	163
226	215	164
226	221	111
226	350	125
227	224	44
227	226	4000000
227	228	4000000
227	216	45
227	233	162
227	236	32
228	225	39
228	227	4000000
228	229	4000000
228	232	110
228	235	142
229	226	163
229	228	4000000
229	230	4000000
229	238	167
229	223	178
230	229	4000000
230	231	4000000
230	218	35
230	234	67
230	237	27
231	230	4000000
231	232	4000000
231	220	198
231	238	191
231	223	33
232	228	110
232	1380	120
232	231	4000000
232	233	4000000
232	1355	74
233	240	200
233	225	70
233	227	162
233	232	4000000
233	234	4000000
233	235	7
234	224	175
234	230	67
234	233	4000000
234	235	4000000
234	236	13
234	239	33
235	228	142
235	244	129
235	233	7
235	234	4000000
235	236	4000000
236	240	190
236	227	32
236	234	13
236	235	4000000
236	237	4000000
237	230	27
237	343	66
237	236	4000000
237	238	4000000
237	239	73
238	229	167
238	231	191
238	237	4000000
238	239	4000000
239	240	4000000
239	245	81
239	264	114
239	234	33
239	237	73
239	238	4000000
240	241	4000000
240	244	16
240	245	21
240	233	200
240	236	190
240	239	4000000
241	240	4000000
241	242	4000000
241	243	157
241	296	2
242	241	4000000
242	243	4000000
242	356	139
242	350	175
243	241	157
243	242	4000000
243	244	4000000
243	299	40
243	221	34
243	350	19
244	240	16
244	243	4000000
244	357	45
244	245	4000000
244	246	157
244	235	129
245	240	21
245	244	4000000
245	246	4000000
245	239	81
246	244	157
246	245	4000000
246	359	51
246	247	4000000
247	259	71
247	405	31
247	246	4000000
247	248	4000000
247	249	166
248	357	182
248	358	28
248	247	4000000
248	249	4000000
249	247	166
249	248	4000000
249	250	4000000
249	251	140
250	4211	53
250	405	199
250	263	2
250	249	4000000
250	251	4000000
251	258	162
251	263	103
251	249	140
251	250	4000000
251	252	4000000
252	256	5
252	251	4000000
252	253	4000000
252	254	149
253	294	66
253	10841	144
253	252	4000000
253	254	4000000
254	10755	17
254	10757	139
254	252	149
254	253	4000000
254	255	4000000
255	256	4000000
255	257	157
255	260	70
255	254	4000000
256	257	4000000
256	293	118
256	341	147
256	252	5
256	255	4000000
257	256	4000000
257	10721	45
257	258	4000000
257	297	25
257	255	157
258	257	4000000
258	259	4000000
258	265	15
258	251	162
259	258	4000000
259	260	4000000
259	247	71
259	1371	68
260	259	4000000
260	340	182
260	261	4000000
260	255	70
261	260	4000000
261	262	4000000
261	344	143
263	4245	173
263	262	4000000
263	264	4000000
263	250	2
263	251	103
264	4374	8
264	263	4000000
264	265	4000000
264	397	68
264	239	114
265	258	15
265	264	4000000
265	266	4000000
265	1371	144
266	18	69
266	265	4000000
266	267	4000000
266	303	41
267	321	145
267	306	196
267	266	4000000
267	268	4000000
267	269	143
268	321	175
268	1410	5
268	267	4000000
268	269	4000000
269	321	50
269	1400	19
269	267	143
269	268	4000000
269	270	4000000
270	272	100
270	1666	97
270	404	182
270	269	4000000
270	271	4000000
271	272	4000000
271	595	189
271	10476	156
271	270	4000000
272	273	4000000
272	595	175
272	10109	121
272	270	100
272	271	4000000
273	3872	33
273	272	4000000
273	274	4000000
273	4	182
273	3861	142
273	3862	110
274	273	4000000
274	275	4000000
274	4	83
274	309	99
274	3862	103
275	274	4000000
275	276	4000000
275	284	53
275	45	115
276	275	4000000
276	277	4000000
276	313	108
277	48	200
277	276	4000000
277	53	197
277	326	34
277	278	4000000
278	148	70
278	53	125
278	277	4000000
278	279	4000000
278	156	110
279	53	2
279	278	4000000
279	280	4000000
279	42	29
279	45	134
280	279	4000000
280	281	4000000
280	158	1
280	159	1
281	168	128
281	280	4000000
281	282	4000000
282	281	4000000
282	283	4000000
282	159	153
283	282	4000000
283	284	4000000
283	285	89
284	275	53
284	406	111
284	135	31
284	283	4000000
284	285	4000000
285	406	130
285	283	89
285	284	4000000
285	286	4000000
286	292	136
286	168	82
286	285	4000000
286	287	4000000
287	288	4000000
287	209	181
287	290	197
287	372	93
287	286	4000000
288	209	105
288	289	4000000
288	298	139
288	302	74
288	287	4000000
289	288	4000000
289	290	4000000
289	291	62
289	362	150
289	188	166
290	209	23
290	289	4000000
290	291	4000000
290	373	111
290	375	94
290	287	197
291	289	62
291	290	4000000
291	292	4000000
291	183	8
292	291	4000000
292	293	4000000
292	172	25
292	286	136
293	256	118
293	10721	193
293	292	4000000
293	294	4000000
293	297	31
294	293	4000000
294	295	4000000
294	10841	158
294	253	66
295	294	4000000
295	296	4000000
295	298	137
295	91	47
295	382	43
296	384	160
296	241	2
296	295	4000000
296	297	4000000
297	257	25
297	293	31
297	296	4000000
297	90	101
297	298	4000000
297	91	199
298	288	139
298	803	23
298	295	137
298	297	4000000
298	299	4000000
299	243	40
299	214	195
299	298	4000000
299	300	4000000
300	368	189
300	370	90
300	299	4000000
300	301	4000000
300	302	19
301	401	25
301	1075	78
301	300	4000000
301	302	4000000
302	288	74
302	401	199
302	371	111
302	300	19
302	301	4000000
302	303	4000000
303	304	4000000
303	39	57
303	24	56
303	266	41
303	302	4000000
304	7600	60
304	305	4000000
304	4027	191
304	303	4000000
305	304	4000000
305	306	4000000
305	6	106
306	305	4000000
306	307	4000000
306	10470	55
306	1401	176
306	267	196
307	4114	98
307	306	4000000
307	4579	105
307	308	4000000
307	4479	160
308	307	4000000
308	309	4000000
308	10614	176
309	274	99
309	3	9
309	308	4000000
309	6	11
309	310	4000000
310	309	4000000
310	6	146
310	311	4000000
310	15	123
311	10464	160
311	310	4000000
311	312	4000000
312	20	109
312	311	4000000
312	313	4000000
312	26	142
312	15	71
313	36	177
313	276	108
313	37	15
313	312	4000000
313	314	4000000
314	313	4000000
314	315	4000000
314	316	106
314	29	11
316	314	106
316	315	4000000
316	317	4000000
317	39	78
317	4055	23
317	72	9
317	4041	129
317	316	4000000
317	318	4000000
318	72	116
318	317	4000000
318	319	4000000
319	320	4000000
319	4052	182
319	71	27
319	318	4000000
321	320	4000000
321	322	4000000
321	267	145
321	268	175
321	269	50
322	321	4000000
322	323	4000000
322	324	190
322	412	46
324	322	190
324	323	4000000
324	148	156
324	325	4000000
325	324	4000000
325	326	4000000
325	8951	23
325	141	141
326	277	34
326	325	4000000
326	327	4000000
327	164	73
327	326	4000000
327	328	4000000
327	329	176
327	4477	6
328	161	189
328	8933	9
328	327	4000000
328	329	4000000
328	4478	88
329	4144	76
329	327	176
329	328	4000000
329	330	4000000
331	8775	195
331	330	4000000
331	332	4000000
332	166	185
332	331	4000000
332	333	4000000
333	187	95
333	332	4000000
333	334	4000000
333	335	139
334	4149	17
334	4139	112
334	333	4000000
334	335	4000000
335	336	4000000
335	333	139
335	334	4000000
336	337	4000000
336	187	180
336	335	4000000
337	336	4000000
337	338	4000000
337	339	106
337	377	104
338	337	4000000
338	195	146
338	339	4000000
338	9407	35
339	337	106
339	338	4000000
339	340	4000000
340	339	4000000
340	260	182
340	341	4000000
340	348	149
341	256	147
341	416	189
341	340	4000000
341	342	4000000
343	342	4000000
343	344	4000000
343	237	66
344	261	143
344	343	4000000
344	345	4000000
345	403	38
345	344	4000000
345	346	4000000
345	91	107
345	382	166
346	345	4000000
346	107	36
346	347	4000000
346	110	81
347	136	29
347	346	4000000
347	124	185
347	348	4000000
348	416	58
348	340	149
348	347	4000000
348	349	4000000
350	226	125
350	242	175
350	243	19
350	349	4000000
350	351	4000000
352	353	4000000
352	84	200
352	351	4000000
353	352	4000000
353	354	4000000
353	355	19
353	7831	46
354	353	4000000
354	355	4000000
354	508	83
354	509	24
355	353	19
355	354	4000000
355	356	4000000
356	242	139
356	355	4000000
356	357	4000000
357	244	45
357	356	4000000
357	358	4000000
357	359	125
357	248	182
358	357	4000000
358	359	4000000
358	248	28
359	357	125
359	246	51
359	358	4000000
359	360	4000000
360	1203	175
360	359	4000000
360	361	4000000
360	219	28
360	220	128
361	194	130
361	200	171
361	360	4000000
361	377	61
361	362	4000000
362	289	150
362	361	4000000
362	363	4000000
362	367	143
363	4116	162
363	362	4000000
363	364	4000000
363	991	72
364	1009	98
364	1001	79
364	363	4000000
364	8892	92
364	365	4000000
365	9332	33
365	10361	159
365	364	4000000
365	5117	43
365	366	4000000
366	4177	153
366	4109	12
366	365	4000000
366	367	4000000
367	368	4000000
367	374	114
367	362	143
367	366	4000000
368	369	4000000
368	370	165
368	300	189
368	367	4000000
369	368	4000000
369	370	4000000
369	419	176
369	486	72
370	368	165
370	369	4000000
370	371	4000000
370	300	90
371	370	4000000
371	372	4000000
371	302	111
372	371	4000000
372	373	4000000
372	287	93
373	290	111
373	372	4000000
373	374	4000000
373	375	147
373	200	41
374	373	4000000
374	375	4000000
374	367	114
375	290	94
375	373	147
375	374	4000000
375	376	4000000
376	391	52
376	375	4000000
376	200	89
376	377	4000000
376	207	43
377	337	104
377	391	82
377	376	4000000
377	361	61
377	378	4000000
378	4499	34
378	10425	163
378	377	4000000
378	379	4000000
380	1539	141
380	4585	68
380	379	4000000
380	381	4000000
380	1534	170
380	1550	28
381	1364	165
381	380	4000000
381	10141	179
381	1550	118
381	382	4000000
382	802	131
382	295	43
382	345	166
382	381	4000000
382	383	4000000
383	384	4000000
383	202	78
383	203	58
383	382	4000000
384	385	4000000
384	296	160
384	383	4000000
385	384	4000000
385	386	4000000
385	390	129
385	392	144
386	385	4000000
386	387	4000000
386	630	92
386	631	189
386	410	71
387	386	4000000
387	388	4000000
387	197	185
387	88	50
388	387	4000000
388	4	60
388	4005	69
388	389	4000000
388	4006	156
389	3872	171
389	3939	189
389	388	4000000
389	390	4000000
390	385	129
390	2161	53
390	389	4000000
390	391	4000000
390	392	119
390	410	178
391	405	11
391	390	4000000
391	376	52
391	392	4000000
391	377	82
392	385	144
392	390	119
392	391	4000000
392	393	4000000
392	1327	47
393	1488	47
393	1699	179
393	1095	3
393	392	4000000
393	394	4000000
394	1488	45
394	393	4000000
394	395	4000000
394	1469	20
394	398	148
395	6485	100
395	6489	48
395	394	4000000
395	396	4000000
396	6484	12
396	395	4000000
396	6700	166
396	397	4000000
397	400	200
397	420	167
397	264	68
397	396	4000000
397	398	4000000
398	394	148
398	10346	11
398	1468	195
398	397	4000000
398	399	4000000
399	1472	162
399	400	4000000
399	10810	48
399	1467	166
399	398	4000000
400	401	4000000
400	90	121
400	1642	135
400	397	200
400	399	4000000
401	400	4000000
401	402	4000000
401	825	182
401	301	25
401	302	199
402	401	4000000
402	803	68
402	403	4000000
402	825	183
403	402	4000000
403	404	4000000
403	345	38
403	825	67
403	841	185
403	1020	79
404	403	4000000
404	405	4000000
404	1398	92
404	407	188
404	425	185
404	270	182
405	404	4000000
405	406	4000000
405	247	31
405	391	11
405	250	199
406	405	4000000
406	150	85
406	407	4000000
406	284	111
406	285	130
407	404	188
407	406	4000000
407	408	4000000
407	425	32
408	407	4000000
408	409	4000000
408	1386	149
409	1667	143
409	1592	136
409	408	4000000
409	410	4000000
410	386	71
410	2164	90
410	390	178
410	1769	151
410	409	4000000
410	411	4000000
411	8946	182
411	8949	155
411	150	24
411	410	4000000
411	412	4000000
412	322	46
412	147	188
412	411	4000000
412	413	4000000
412	10926	83
413	418	83
413	489	73
413	412	4000000
413	414	4000000
414	489	149
414	490	134
414	491	164
414	413	4000000
414	415	4000000
415	416	4000000
415	421	152
415	422	60
415	414	4000000
416	417	4000000
416	341	189
416	488	88
416	348	58
416	415	4000000
417	416	4000000
417	418	4000000
417	419	1
417	505	87
418	417	4000000
418	419	4000000
418	10837	126
418	413	83
419	369	176
419	417	1
419	418	4000000
419	420	4000000
419	486	13
419	487	115
420	419	4000000
420	421	4000000
420	524	122
420	397	167
421	420	4000000
421	422	4000000
421	504	106
421	415	152
422	421	4000000
422	423	4000000
422	426	193
422	415	60
423	422	4000000
423	424	4000000
423	428	170
423	430	41
424	423	4000000
424	488	59
424	425	4000000
424	430	164
424	494	196
425	404	185
425	1396	21
425	407	32
425	424	4000000
425	426	4000000
426	422	193
426	425	4000000
426	427	4000000
427	432	2
427	426	4000000
427	428	4000000
428	496	15
428	423	170
428	488	176
428	427	4000000
428	429	4000000
429	434	127
429	428	4000000
429	430	4000000
429	431	26
430	434	20
430	423	41
430	424	164
430	429	4000000
430	431	4000000
431	432	4000000
431	10838	149
431	443	28
431	429	26
431	430	4000000
432	433	4000000
432	515	29
432	456	43
432	427	2
432	431	4000000
433	432	4000000
433	434	4000000
433	10725	50
433	443	16
433	492	44
434	433	4000000
434	435	4000000
434	443	127
434	429	127
434	430	20
435	434	4000000
435	436	4000000
435	437	132
435	438	161
436	529	158
436	435	4000000
436	437	4000000
436	527	151
437	435	132
437	436	4000000
437	438	4000000
438	435	161
438	437	4000000
438	439	4000000
438	536	81
438	600	40
439	452	60
439	438	4000000
439	440	4000000
439	508	141
440	515	158
440	439	4000000
440	601	133
440	441	4000000
441	4582	71
441	440	4000000
441	442	4000000
441	445	181
443	433	16
443	434	127
443	442	4000000
443	492	13
443	444	4000000
443	431	28
444	10283	107
444	443	4000000
444	445	4000000
444	446	150
445	10263	103
445	441	181
445	444	4000000
445	446	4000000
446	444	150
446	445	4000000
446	447	4000000
447	448	4000000
447	446	4000000
447	3791	27
448	449	4000000
448	3862	189
448	4285	35
448	447	4000000
449	448	4000000
449	450	4000000
449	485	11
449	4587	158
450	449	4000000
450	451	4000000
450	6792	41
450	6748	99
452	451	4000000
452	516	14
452	453	4000000
452	439	60
453	452	4000000
453	454	4000000
453	8265	117
454	498	56
454	453	4000000
454	455	4000000
454	7530	186
455	454	4000000
455	456	4000000
455	457	158
455	462	10
456	432	43
456	496	139
456	455	4000000
456	457	4000000
457	455	158
457	456	4000000
457	521	148
457	458	4000000
458	520	182
458	457	4000000
458	459	4000000
458	461	40
459	458	4000000
459	460	4000000
459	461	7
460	521	56
460	459	4000000
460	461	4000000
461	458	40
461	459	7
461	460	4000000
461	462	4000000
462	455	10
462	522	13
462	587	12
462	588	153
462	461	4000000
462	463	4000000
463	464	4000000
463	467	173
463	580	102
463	462	4000000
464	465	4000000
464	538	30
464	539	73
464	463	4000000
465	464	4000000
465	466	4000000
465	8788	20
465	7912	95
467	466	4000000
467	468	4000000
467	463	173
468	7936	146
468	467	4000000
468	469	4000000
468	470	168
469	579	181
469	580	20
469	468	4000000
469	470	4000000
470	468	168
470	469	4000000
470	471	4000000
471	470	4000000
471	472	4000000
471	475	180
472	471	4000000
472	473	4000000
472	573	123
473	472	4000000
473	474	4000000
473	2491	184
473	3499	94
473	1580	106
474	473	4000000
474	2491	96
474	475	4000000
474	3500	85
475	484	30
475	471	180
475	474	4000000
475	476	4000000
475	575	88
476	497	116
476	4645	100
476	475	4000000
476	477	4000000
477	530	189
