500	1278
253	252	412
254	252	333
255	256	320
255	257	531
255	260	764
256	293	399
256	341	259
256	252	758
256	255	320
257	297	890
257	255	531
258	259	419
258	265	727
258	251	374
259	258	419
259	247	877
260	340	307
260	261	725
260	255	764
261	260	725
261	344	865
262	263	237
263	262	237
263	250	620
263	251	278
264	265	304
264	397	793
264	239	245
265	258	727
265	264	304
266	18	272
266	303	403
267	321	392
267	306	139
267	268	539
267	269	918
268	321	59
268	267	539
268	269	495
269	321	791
269	267	918
269	268	495
270	272	160
270	404	7
270	271	823
271	270	823
272	270	160
273	4	918
274	4	186
274	309	185
275	276	681
275	284	175
275	45	246
276	275	681
276	313	485
277	48	181
277	53	493
277	326	699
278	148	204
278	53	909
278	156	143
279	53	688
279	42	365
279	45	353
280	281	88
280	158	376
280	159	715
281	168	321
281	280	88
282	283	173
282	159	873
283	282	173
283	285	669
284	275	175
284	406	388
284	135	378
285	406	542
285	283	669
286	292	376
286	168	94
287	209	148
287	290	761
287	372	661
288	209	650
288	298	461
288	302	811
289	291	105
289	362	211
289	188	753
290	209	440
290	373	196
290	375	987
290	287	761
291	289	105
291	292	705
291	183	145
292	291	705
292	172	360
292	286	376
293	256	399
293	294	13
293	297	47
294	293	13
294	253	794
295	296	743
295	298	246
295	91	513
295	382	643
296	384	361
296	241	927
296	295	743
297	257	890
297	293	47
297	90	280
297	91	454
298	288	461
298	295	246
298	299	173
299	243	20
299	214	482
299	298	173
300	368	974
300	370	544
300	301	601
300	302	696
301	401	401
301	300	601
302	288	811
302	401	757
302	371	246
302	300	696
303	304	381
303	39	458
303	24	549
303	266	403
304	303	381
305	6	763
306	267	139
307	308	479
308	307	479
309	274	185
309	3	357
309	6	773
310	6	495
310	311	74
310	15	941
311	310	74
312	20	613
312	26	516
312	15	700
313	36	18
313	276	485
313	37	871
314	315	52
314	316	705
314	29	407
315	314	52
316	314	705
317	39	902
317	72	672
318	72	274
319	320	914
319	71	855
320	319	914
321	267	392
321	268	59
321	269	791
322	323	515
322	324	751
322	412	30
323	322	515
324	322	751
324	148	621
324	325	505
325	324	505
325	141	329
326	277	699
327	164	662
327	328	556
327	329	518
328	161	931
328	327	556
329	327	518
329	330	198
330	329	198
330	331	4
331	330	4
332	166	728
333	187	876
333	334	522
333	335	617
334	333	522
335	333	617
336	187	335
337	338	852
337	339	750
337	377	136
338	337	852
338	195	242
339	337	750
340	260	307
340	341	466
340	348	238
341	256	259
341	416	513
341	340	466
341	342	313
342	341	313
343	237	798
344	261	865
344	345	4
345	403	493
345	344	4
345	91	439
345	382	318
346	107	764
346	110	385
347	136	770
347	124	568
348	416	864
348	340	238
348	349	632
349	348	632
350	226	688
350	242	941
350	243	335
350	351	704
351	350	704
352	84	213
353	354	722
353	355	979
354	353	722
355	353	979
356	242	959
357	244	490
357	359	211
357	248	966
358	359	259
358	248	917
359	357	211
359	246	409
359	358	259
360	219	713
360	220	663
361	194	983
361	200	996
361	377	963
361	362	994
362	289	211
362	361	994
362	367	542
363	364	394
364	363	394
365	366	644
366	365	644
367	374	188
367	362	542
368	369	527
368	370	141
368	300	974
369	368	527
369	419	102
369	486	74
370	368	141
370	371	735
370	300	544
371	370	735
371	372	308
371	302	246
372	371	308
372	287	661
373	290	196
373	374	462
373	375	950
373	200	161
374	373	462
374	375	408
374	367	188
375	290	987
375	373	950
375	374	408
376	391	492
376	200	847
376	377	395
376	207	340
377	337	136
377	391	258
377	376	395
377	361	963
378	379	32
379	378	32
380	381	627
381	380	627
382	295	643
382	345	318
383	202	340
383	203	557
384	296	361
385	386	9
385	390	652
385	392	490
386	385	9
386	410	987
387	197	755
387	88	322
388	4	456
388	389	919
389	388	919
390	385	652
390	392	532
390	410	453
391	405	127
391	376	492
391	377	258
392	385	490
392	390	532
393	394	458
394	393	458
394	398	209
395	396	119
396	395	119
397	400	744
397	420	230
397	264	793
398	394	209
398	399	801
399	398	801
400	90	825
400	397	744
401	402	620
401	301	401
401	302	757
402	401	620
403	345	493
404	407	38
404	425	637
404	270	7
405	247	775
405	391	127
405	250	526
406	150	931
406	284	388
406	285	542
407	404	38
407	408	390
407	425	411
408	407	390
408	409	737
409	408	737
410	386	987
410	390	453
411	150	146
412	322	30
412	147	523
413	418	841
413	489	27
413	414	766
414	489	603
414	490	614
414	491	620
414	413	766
415	416	31
415	421	876
415	422	899
416	341	513
416	488	855
416	348	864
416	415	31
417	418	664
417	419	841
418	417	664
418	413	841
419	369	102
419	417	841
419	486	483
419	487	855
420	421	186
420	397	230
421	420	186
421	415	876
422	426	391
422	415	899
423	424	107
423	428	419
423	430	105
424	423	107
424	488	265
424	430	486
424	494	312
425	404	637
425	407	411
426	422	391
426	427	542
427	432	384
427	426	542
427	428	166
428	496	278
428	423	419
428	488	758
428	427	166
429	434	560
429	430	909
429	431	148
430	434	52
430	423	105
430	424	486
430	429	909
431	443	697
431	429	148
432	456	274
432	427	384
433	434	661
433	443	506
433	492	477
434	433	661
434	443	387
434	429	560
434	430	52
435	436	389
435	437	890
435	438	458
436	435	389
437	435	890
438	435	458
439	452	472
439	440	472
440	439	472
441	442	614
441	445	442
442	441	614
443	433	506
443	434	387
443	492	545
443	431	697
444	445	682
444	446	4
445	441	442
445	444	682
446	444	4
447	448	946
448	447	946
449	450	869
449	485	742
450	449	869
451	452	331
452	451	331
452	439	472
453	454	643
454	498	127
454	453	643
455	456	680
455	457	968
455	462	644
456	432	274
456	496	29
456	455	680
457	455	968
457	458	468
458	457	468
458	459	752
458	461	590
459	458	752
459	460	24
459	461	134
460	459	24
460	461	144
461	458	590
461	459	134
461	460	144
462	455	644
463	464	619
463	467	57
464	463	619
465	466	36
466	465	36
467	463	57
468	469	65
468	470	401
469	468	65
470	468	401
471	472	871
471	475	10
472	471	871
473	474	340
474	473	340
475	484	599
475	471	10
476	497	173
476	477	665
477	476	665
478	479	513
479	478	513
480	481	329
481	480	329
482	483	101
483	482	101
484	475	599
485	449	742
486	369	74
486	419	483
486	487	179
487	419	855
487	486	179
488	416	855
488	424	265
488	428	758
489	413	27
489	414	603
490	491	473
490	414	614
491	490	473
491	414	620
492	433	477
492	443	545
492	493	382
493	492	382
494	424	312
495	496	802
496	456	29
496	428	278
496	495	802
497	476	173
498	499	562
498	454	127
499	498	562
