30000	114422
117	9062	26
117	118	3000000
118	116	118
118	117	3000000
118	119	3000000
118	109	66
119	118	3000000
119	120	3000000
119	125	100
119	111	176
120	115	69
120	2339	165
120	119	3000000
120	104	131
120	121	3000000
121	113	178
121	120	3000000
121	122	3000000
121	126	107
122	121	3000000
122	123	3000000
122	125	90
122	111	109
122	127	150
123	115	181
123	136	90
123	122	3000000
123	124	3000000
124	103	167
124	347	50
124	123	3000000
124	125	3000000
125	128	191
125	129	82
125	119	100
125	122	90
125	124	3000000
125	126	3000000
126	130	194
126	121	107
126	125	3000000
126	127	3000000
127	128	3000000
127	129	3
127	134	179
127	122	150
127	126	3000000
128	129	3000000
128	115	28
128	138	32
128	125	191
128	127	3000000
129	128	3000000
129	130	3000000
129	137	103
129	125	82
129	127	3
130	129	3000000
130	131	3000000
130	134	116
130	126	194
132	131	3000000
132	52	121
132	133	3000000
132	151	80
132	152	134
133	116	21
133	132	3000000
133	134	3000000
134	130	116
134	133	3000000
134	135	3000000
134	137	43
134	142	106
134	127	179
135	8946	92
135	134	3000000
135	136	3000000
135	284	14
136	135	3000000
136	137	3000000
136	123	90
136	347	107
137	129	103
137	145	97
137	134	43
137	136	3000000
137	138	3000000
138	128	32
138	144	6
138	8855	194
138	137	3000000
138	139	3000000
139	2342	74
139	138	3000000
139	140	3000000
139	8862	92
140	8855	162
140	139	3000000
140	141	3000000
141	325	71
141	140	3000000
141	142	3000000
141	143	146
142	145	18
142	134	106
142	141	3000000
142	143	3000000
143	144	3000000
143	145	40
143	141	146
143	142	3000000
144	177	35
144	145	3000000
144	138	6
144	8862	75
144	143	3000000
145	144	3000000
145	146	3000000
145	137	97
145	142	18
145	143	40
146	145	3000000
146	147	3000000
146	148	192
146	149	157
147	146	3000000
147	148	3000000
147	150	120
147	412	20
148	146	192
148	147	3000000
148	324	147
148	149	3000000
148	278	13
149	161	92
149	146	157
149	148	3000000
149	150	3000000
150	147	120
150	149	3000000
150	406	59
150	151	3000000
150	411	48
151	132	80
151	150	3000000
151	152	3000000
151	153	140
151	156	143
152	132	134
152	151	3000000
152	153	3000000
152	154	75
153	8945	81
153	151	140
153	152	3000000
153	154	3000000
154	152	75
154	153	3000000
154	155	3000000
155	166	64
155	154	3000000
155	156	3000000
155	157	57
156	4323	16
156	278	56
156	151	143
156	155	3000000
156	157	3000000
157	162	37
157	170	2
157	155	57
157	156	3000000
157	158	3000000
158	160	69
158	280	49
158	157	3000000
158	159	3000000
159	160	3000000
159	280	56
159	282	10
159	158	3000000
160	161	3000000
160	158	69
160	159	3000000
161	160	3000000
161	162	3000000
161	149	92
161	328	43
161	175	180
162	161	3000000
162	163	3000000
162	157	37
163	162	3000000
163	180	41
163	164	3000000
163	165	123
164	163	3000000
164	180	140
164	165	3000000
164	327	24
165	163	123
165	164	3000000
165	166	3000000
165	171	25
166	165	3000000
166	167	3000000
166	155	64
166	332	67
167	166	3000000
167	168	3000000
167	169	135
167	172	23
168	167	3000000
168	281	63
168	169	3000000
168	286	81
169	167	135
169	168	3000000
169	170	3000000
170	4137	200
170	169	3000000
170	171	3000000
170	157	2
171	165	25
171	170	3000000
171	4139	85
171	172	3000000
172	176	88
172	292	13
172	167	23
172	171	3000000
172	173	3000000
173	176	166
173	172	3000000
173	174	3000000
173	175	48
175	176	3000000
175	161	180
175	178	65
175	173	48
175	174	3000000
176	177	3000000
176	178	152
176	172	88
176	173	166
176	175	3000000
177	144	35
177	176	3000000
177	178	3000000
178	176	152
178	177	3000000
178	179	3000000
178	181	107
178	175	65
179	178	3000000
179	180	3000000
179	184	112
179	185	76
180	163	41
180	179	3000000
180	164	140
180	181	3000000
181	178	107
181	180	3000000
181	182	3000000
181	183	7
183	291	54
183	181	7
183	182	3000000
183	184	3000000
183	185	38
184	179	112
184	183	3000000
184	185	3000000
185	179	76
185	183	38
185	184	3000000
185	186	3000000
186	185	3000000
186	187	3000000
186	188	168
187	336	161
187	186	3000000
187	188	3000000
187	333	17
188	289	159
188	194	8
188	186	168
188	187	3000000
188	189	3000000
189	193	121
189	188	3000000
189	190	3000000
189	191	123
190	5297	169
190	189	3000000
190	5294	92
190	191	3000000
191	192	3000000
191	4454	7
191	4444	188
191	189	123
191	190	3000000
192	193	3000000
192	196	82
192	10687	186
192	191	3000000
193	192	3000000
193	194	3000000
193	189	121
193	9967	105
194	193	3000000
194	195	3000000
194	361	164
194	188	8
195	338	113
195	194	3000000
195	196	3000000
196	192	82
196	10400	100
196	195	3000000
196	197	3000000
197	387	83
197	196	3000000
197	198	3000000
197	77	95
198	197	3000000
198	199	3000000
198	76	38
198	10925	126
199	198	3000000
199	200	3000000
199	205	75
199	206	114
200	373	30
200	199	3000000
200	376	110
200	361	25
200	201	3000000
201	213	123
201	200	3000000
201	202	3000000
201	203	75
201	204	36
202	208	191
202	201	3000000
202	203	3000000
202	383	131
203	201	75
203	202	3000000
203	204	3000000
203	383	123
204	210	118
204	212	130
204	201	36
204	203	3000000
204	205	3000000
205	199	75
205	204	3000000
205	206	3000000
206	210	123
206	199	114
206	205	3000000
206	207	3000000
207	208	3000000
207	1203	55
207	376	192
207	206	3000000
208	209	3000000
208	213	190
208	214	60
208	202	191
208	207	3000000
209	288	117
209	208	3000000
209	290	86
209	210	3000000
209	287	83
210	209	3000000
210	211	3000000
210	215	68
210	204	118
210	206	123
211	210	3000000
211	1203	56
211	212	3000000
211	220	74
211	223	105
212	211	3000000
212	213	3000000
212	215	53
212	204	130
212	221	154
213	208	190
213	212	3000000
213	214	3000000
213	201	123
213	222	89
214	208	60
214	213	3000000
214	215	3000000
214	299	96
214	222	103
215	210	68
215	226	148
215	212	53
215	214	3000000
215	216	3000000
215	223	184
216	225	156
216	227	42
216	215	3000000
216	217	3000000
216	10893	50
217	224	65
217	216	3000000
217	218	3000000
217	219	119
218	224	159
218	230	86
218	217	3000000
218	219	3000000
218	220	91
219	360	115
219	217	119
219	218	3000000
219	220	3000000
220	211	74
220	231	81
220	360	64
220	218	91
220	219	3000000
220	221	3000000
221	226	124
221	243	162
221	212	154
221	220	3000000
221	222	3000000
222	213	89
222	214	103
222	221	3000000
222	223	3000000
223	224	3000000
223	211	105
223	229	93
223	215	184
223	231	69
223	222	3000000
224	225	3000000
224	227	129
224	217	65
224	218	159
224	234	39
224	223	3000000
225	224	3000000
225	226	3000000
225	228	79
225	216	156
225	233	87
226	225	3000000
226	227	3000000
226	229	137
226	215	148
226	221	124
226	350	148
227	224	129
227	226	3000000
227	228	3000000
227	216	42
227	233	116
227	236	172
228	225	79
228	227	3000000
228	229	3000000
228	232	179
228	235	185
229	226	137
229	228	3000000
229	230	3000000
229	238	113
229	223	93
230	229	3000000
230	231	3000000
230	218	86
230	234	76
230	237	52
231	230	3000000
231	232	3000000
231	220	81
231	238	92
231	223	69
232	228	179
232	1380	89
232	231	3000000
232	233	3000000
232	1355	90
233	240	67
233	225	87
233	227	116
233	232	3000000
233	234	3000000
233	235	121
234	224	39
234	230	76
234	233	3000000
234	235	3000000
234	236	123
234	239	171
235	228	185
235	244	106
235	233	121
235	234	3000000
235	236	3000000
236	240	69
236	227	172
236	234	123
236	235	3000000
236	237	3000000
237	230	52
237	343	140
237	236	3000000
237	238	3000000
237	239	55
238	229	113
238	231	92
238	237	3000000
238	239	3000000
239	240	3000000
239	245	122
239	264	136
239	234	171
239	237	55
239	238	3000000
240	241	3000000
240	244	68
240	245	200
240	233	67
240	236	69
240	239	3000000
241	240	3000000
241	242	3000000
241	243	82
241	296	99
242	241	3000000
242	243	3000000
242	356	92
242	350	63
243	241	82
243	242	3000000
243	244	3000000
243	299	100
243	221	162
243	350	86
244	240	68
244	243	3000000
244	357	70
244	245	3000000
244	246	122
244	235	106
245	240	200
245	244	3000000
245	246	3000000
245	239	122
246	244	122
246	245	3000000
246	359	65
246	247	3000000
247	259	101
247	405	52
247	246	3000000
247	248	3000000
247	249	186
248	357	140
248	358	56
248	247	3000000
248	249	3000000
249	247	186
249	248	3000000
249	250	3000000
249	251	92
250	4211	9
250	405	173
250	263	127
250	249	3000000
250	251	3000000
251	258	147
251	263	188
251	249	92
251	250	3000000
251	252	3000000
252	256	48
252	251	3000000
252	253	3000000
252	254	87
253	294	197
253	10841	18
253	252	3000000
253	254	3000000
254	10755	186
254	10757	147
254	252	87
254	253	3000000
254	255	3000000
255	256	3000000
255	257	63
255	260	127
255	254	3000000
256	257	3000000
256	293	78
256	341	48
256	252	48
256	255	3000000
257	256	3000000
257	10721	36
257	258	3000000
257	297	54
257	255	63
258	257	3000000
258	259	3000000
258	265	76
258	251	147
259	258	3000000
259	260	3000000
259	247	101
259	1371	96
260	259	3000000
260	340	72
260	261	3000000
260	255	127
261	260	3000000
261	262	3000000
261	344	65
263	4245	5
263	262	3000000
263	264	3000000
263	250	127
263	251	188
264	4374	195
264	263	3000000
264	265	3000000
264	397	99
264	239	136
265	258	76
265	264	3000000
265	266	3000000
265	1371	74
266	18	72
266	265	3000000
266	267	3000000
266	303	42
267	321	144
267	306	91
267	266	3000000
267	268	3000000
267	269	67
268	321	153
268	1410	7
268	267	3000000
268	269	3000000
269	321	89
269	1400	31
269	267	67
269	268	3000000
269	270	3000000
270	272	159
270	1666	3
270	404	179
270	269	3000000
270	271	3000000
271	272	3000000
271	595	107
271	10476	91
271	270	3000000
272	273	3000000
272	595	129
272	10109	47
272	270	159
272	271	3000000
273	3872	116
273	272	3000000
273	274	3000000
273	4	80
273	3861	154
273	3862	136
274	273	3000000
274	275	3000000
274	4	193
274	309	104
274	3862	161
275	274	3000000
275	276	3000000
275	284	141
275	45	64
276	275	3000000
276	277	3000000
276	313	125
277	48	131
277	276	3000000
277	53	123
277	326	84
277	278	3000000
278	148	13
278	53	21
278	277	3000000
278	279	3000000
278	156	56
279	53	174
279	278	3000000
279	280	3000000
279	42	135
279	45	66
280	279	3000000
280	281	3000000
280	158	49
280	159	56
281	168	63
281	280	3000000
281	282	3000000
282	281	3000000
282	283	3000000
282	159	10
283	282	3000000
283	284	3000000
283	285	188
284	275	141
284	406	102
284	135	14
284	283	3000000
284	285	3000000
285	406	181
285	283	188
285	284	3000000
285	286	3000000
286	292	81
286	168	81
286	285	3000000
286	287	3000000
287	288	3000000
287	209	83
287	290	21
287	372	114
287	286	3000000
288	209	117
288	289	3000000
288	298	166
288	302	60
288	287	3000000
289	288	3000000
289	290	3000000
289	291	151
289	362	66
289	188	159
290	209	86
290	289	3000000
290	291	3000000
290	373	149
290	375	19
290	287	21
291	289	151
291	290	3000000
291	292	3000000
291	183	54
292	291	3000000
292	293	3000000
292	172	13
292	286	81
293	256	78
293	10721	185
293	292	3000000
293	294	3000000
293	297	129
294	293	3000000
294	295	3000000
294	10841	42
294	253	197
295	294	3000000
295	296	3000000
295	298	157
295	91	142
295	382	77
296	384	170
296	241	99
296	295	3000000
296	297	3000000
297	257	54
297	293	129
297	296	3000000
297	90	168
297	298	3000000
297	91	137
298	288	166
298	803	15
298	295	157
298	297	3000000
298	299	3000000
299	243	100
299	214	96
299	298	3000000
299	300	3000000
300	368	86
300	370	70
300	299	3000000
300	301	3000000
300	302	22
301	401	145
301	1075	186
301	300	3000000
301	302	3000000
302	288	60
302	401	124
302	371	36
302	300	22
302	301	3000000
302	303	3000000
303	304	3000000
303	39	33
303	24	103
303	266	42
303	302	3000000
304	7600	166
304	305	3000000
304	4027	18
304	303	3000000
305	304	3000000
305	306	3000000
305	6	62
306	305	3000000
306	307	3000000
306	10470	13
306	1401	103
306	267	91
307	4114	108
307	306	3000000
307	4579	78
307	308	3000000
307	4479	150
308	307	3000000
308	309	3000000
308	10614	159
309	274	104
309	3	18
309	308	3000000
309	6	10
309	310	3000000
310	309	3000000
310	6	47
310	311	3000000
310	15	20
311	10464	10
311	310	3000000
311	312	3000000
312	20	55
312	311	3000000
312	313	3000000
312	26	165
312	15	25
313	36	161
313	276	125
313	37	14
313	312	3000000
313	314	3000000
314	313	3000000
314	315	3000000
314	316	82
314	29	9
316	314	82
316	315	3000000
316	317	3000000
317	39	17
317	4055	189
317	72	160
317	4041	63
317	316	3000000
317	318	3000000
318	72	23
318	317	3000000
318	319	3000000
319	320	3000000
319	4052	32
319	71	143
319	318	3000000
321	320	3000000
321	322	3000000
321	267	144
321	268	153
321	269	89
322	321	3000000
322	323	3000000
322	324	99
322	412	177
324	322	99
324	323	3000000
324	148	147
324	325	3000000
325	324	3000000
325	326	3000000
325	8951	66
325	141	71
326	277	84
326	325	3000000
326	327	3000000
327	164	24
327	326	3000000
327	328	3000000
327	329	120
327	4477	24
328	161	43
328	8933	16
328	327	3000000
328	329	3000000
328	4478	98
329	4144	97
329	327	120
329	328	3000000
329	330	3000000
331	8775	139
331	330	3000000
331	332	3000000
332	166	67
332	331	3000000
332	333	3000000
333	187	17
333	332	3000000
333	334	3000000
333	335	103
334	4149	124
334	4139	123
334	333	3000000
334	335	3000000
335	336	3000000
335	333	103
335	334	3000000
336	337	3000000
336	187	161
336	335	3000000
337	336	3000000
337	338	3000000
337	339	10
337	377	83
338	337	3000000
338	195	113
338	339	3000000
338	9407	144
339	337	10
339	338	3000000
339	340	3000000
340	339	3000000
340	260	72
340	341	3000000
340	348	190
341	256	48
341	416	109
341	340	3000000
341	342	3000000
343	342	3000000
343	344	3000000
343	237	140
344	261	65
344	343	3000000
344	345	3000000
345	403	105
345	344	3000000
345	346	3000000
345	91	91
345	382	150
346	345	3000000
346	107	108
346	347	3000000
346	110	191
347	136	107
347	346	3000000
347	124	50
347	348	3000000
348	416	189
348	340	190
348	347	3000000
348	349	3000000
350	226	148
350	242	63
350	243	86
350	349	3000000
350	351	3000000
352	353	3000000
352	84	110
352	351	3000000
353	352	3000000
353	354	3000000
353	355	195
353	7831	71
354	353	3000000
354	355	3000000
354	508	194
354	509	41
355	353	195
355	354	3000000
355	356	3000000
356	242	92
356	355	3000000
356	357	3000000
357	244	70
357	356	3000000
357	358	3000000
357	359	108
357	248	140
358	357	3000000
358	359	3000000
358	248	56
359	357	108
359	246	65
359	358	3000000
359	360	3000000
360	1203	59
360	359	3000000
360	361	3000000
360	219	115
360	220	64
361	194	164
361	200	25
361	360	3000000
361	377	178
361	362	3000000
362	289	66
362	361	3000000
362	363	3000000
362	367	50
363	4116	19
363	362	3000000
363	364	3000000
363	991	188
364	1009	91
364	1001	11
364	363	3000000
364	8892	83
364	365	3000000
365	9332	94
365	10361	48
365	364	3000000
365	5117	95
365	366	3000000
366	4177	171
366	4109	104
366	365	3000000
366	367	3000000
367	368	3000000
367	374	64
367	362	50
367	366	3000000
368	369	3000000
368	370	101
368	300	86
368	367	3000000
369	368	3000000
369	370	3000000
369	419	148
369	486	103
370	368	101
370	369	3000000
370	371	3000000
370	300	70
371	370	3000000
371	372	3000000
371	302	36
372	371	3000000
372	373	3000000
372	287	114
373	290	149
373	372	3000000
373	374	3000000
373	375	64
373	200	30
374	373	3000000
374	375	3000000
374	367	64
375	290	19
375	373	64
375	374	3000000
375	376	3000000
376	391	167
376	375	3000000
376	200	110
376	377	3000000
376	207	192
377	337	83
377	391	21
377	376	3000000
377	361	178
377	378	3000000
378	4499	4
378	10425	108
378	377	3000000
378	379	3000000
380	1539	46
380	4585	185
380	379	3000000
380	381	3000000
380	1534	65
380	1550	88
381	1364	117
381	380	3000000
381	10141	155
381	1550	38
381	382	3000000
382	802	170
382	295	77
382	345	150
382	381	3000000
382	383	3000000
383	384	3000000
383	202	131
383	203	123
383	382	3000000
384	385	3000000
384	296	170
384	383	3000000
385	384	3000000
385	386	3000000
385	390	165
385	392	196
386	385	3000000
386	387	3000000
386	630	52
386	631	13
386	410	32
387	386	3000000
387	388	3000000
387	197	83
387	88	68
388	387	3000000
388	4	115
388	4005	124
388	389	3000000
388	4006	95
389	3872	139
389	3939	106
389	388	3000000
389	390	3000000
390	385	165
390	2161	122
390	389	3000000
390	391	3000000
390	392	110
390	410	93
391	405	104
391	390	3000000
391	376	167
391	392	3000000
391	377	21
392	385	196
392	390	110
392	391	3000000
392	393	3000000
392	1327	129
393	1488	71
393	1699	112
393	1095	86
393	392	3000000
393	394	3000000
394	1488	104
394	393	3000000
394	395	3000000
394	1469	177
394	398	165
395	6485	140
395	6489	59
395	394	3000000
395	396	3000000
396	6484	64
396	395	3000000
396	6700	27
396	397	3000000
397	400	50
397	420	6
397	264	99
397	396	3000000
397	398	3000000
398	394	165
398	10346	120
398	1468	133
398	397	3000000
398	399	3000000
399	1472	199
399	400	3000000
399	10810	110
399	1467	168
399	398	3000000
400	401	3000000
400	90	144
400	1642	31
400	397	50
400	399	3000000
401	400	3000000
401	402	3000000
401	825	46
401	301	145
401	302	124
402	401	3000000
402	803	53
402	403	3000000
402	825	169
403	402	3000000
403	404	3000000
403	345	105
403	825	75
403	841	40
403	1020	90
404	403	3000000
404	405	3000000
404	1398	191
404	407	184
404	425	155
404	270	179
405	404	3000000
405	406	3000000
405	247	52
405	391	104
405	250	173
406	405	3000000
406	150	59
406	407	3000000
406	284	102
406	285	181
407	404	184
407	406	3000000
407	408	3000000
407	425	134
408	407	3000000
408	409	3000000
408	1386	110
409	1667	7
409	1592	173
409	408	3000000
409	410	3000000
410	386	32
410	2164	147
410	390	93
410	1769	76
410	409	3000000
410	411	3000000
411	8946	158
411	8949	154
411	150	48
411	410	3000000
411	412	3000000
412	322	177
412	147	20
412	411	3000000
412	413	3000000
412	10926	113
413	418	43
413	489	194
413	412	3000000
413	414	3000000
414	489	104
414	490	121
414	491	45
414	413	3000000
414	415	3000000
415	416	3000000
415	421	45
415	422	166
415	414	3000000
416	417	3000000
416	341	109
416	488	176
416	348	189
416	415	3000000
417	416	3000000
417	418	3000000
417	419	135
417	505	139
418	417	3000000
418	419	3000000
418	10837	55
418	413	43
419	369	148
419	417	135
419	418	3000000
419	420	3000000
419	486	155
419	487	152
420	419	3000000
420	421	3000000
420	524	13
420	397	6
421	420	3000000
421	422	3000000
421	504	173
421	415	45
422	421	3000000
422	423	3000000
422	426	87
422	415	166
423	422	3000000
423	424	3000000
423	428	96
423	430	19
424	423	3000000
424	488	56
424	425	3000000
424	430	79
424	494	161
425	404	155
425	1396	39
425	407	134
425	424	3000000
425	426	3000000
426	422	87
426	425	3000000
426	427	3000000
427	432	132
427	426	3000000
427	428	3000000
428	496	74
428	423	96
428	488	106
428	427	3000000
428	429	3000000
429	434	19
429	428	3000000
429	430	3000000
429	431	185
430	434	83
430	423	19
430	424	79
430	429	3000000
430	431	3000000
431	432	3000000
431	10838	123
431	443	160
431	429	185
431	430	3000000
432	433	3000000
432	515	87
432	456	101
432	427	132
432	431	3000000
433	432	3000000
433	434	3000000
433	10725	3
433	443	28
433	492	159
434	433	3000000
434	435	3000000
434	443	100
434	429	19
434	430	83
435	434	3000000
435	436	3000000
435	437	94
435	438	152
436	529	115
436	435	3000000
436	437	3000000
436	527	164
437	435	94
437	436	3000000
437	438	3000000
438	435	152
438	437	3000000
438	439	3000000
438	536	194
438	600	48
439	452	156
439	438	3000000
439	440	3000000
439	508	127
440	515	49
440	439	3000000
440	601	8
440	441	3000000
441	4582	188
441	440	3000000
441	442	3000000
441	445	65
443	433	28
443	434	100
443	442	3000000
443	492	159
443	444	3000000
443	431	160
444	10283	81
444	443	3000000
444	445	3000000
444	446	155
445	10263	188
445	441	65
445	444	3000000
445	446	3000000
446	444	155
446	445	3000000
446	447	3000000
447	448	3000000
447	446	3000000
447	3791	135
448	449	3000000
448	3862	192
448	4285	95
448	447	3000000
449	448	3000000
449	450	3000000
449	485	198
449	4587	137
450	449	3000000
450	451	3000000
450	6792	129
450	6748	182
452	451	3000000
452	516	77
452	453	3000000
452	439	156
453	452	3000000
453	454	3000000
453	8265	23
454	498	166
454	453	3000000
454	455	3000000
454	7530	10
455	454	3000000
455	456	3000000
455	457	99
455	462	164
456	432	101
456	496	7
456	455	3000000
456	457	3000000
457	455	99
457	456	3000000
457	521	65
457	458	3000000
458	520	77
458	457	3000000
458	459	3000000
458	461	1
459	458	3000000
459	460	3000000
459	461	57
460	521	145
460	459	3000000
460	461	3000000
461	458	1
461	459	57
461	460	3000000
461	462	3000000
462	455	164
462	522	194
462	587	132
462	588	68
462	461	3000000
462	463	3000000
463	464	3000000
463	467	156
463	580	103
463	462	3000000
464	465	3000000
464	538	74
464	539	49
464	463	3000000
465	464	3000000
465	466	3000000
465	8788	178
465	7912	15
467	466	3000000
467	468	3000000
467	463	156
468	7936	159
468	467	3000000
468	469	3000000
468	470	60
469	579	147
469	580	165
469	468	3000000
469	470	3000000
470	468	60
470	469	3000000
470	471	3000000
471	470	3000000
471	472	3000000
471	475	193
472	471	3000000
472	473	3000000
472	573	99
473	472	3000000
473	474	3000000
473	2491	190
473	3499	186
473	1580	29
474	473	3000000
474	2491	110
474	475	3000000
474	3500	126
475	484	81
475	471	193
475	474	3000000
475	476	3000000
475	575	3
476	497	28
476	4645	104
476	475	3000000
476	477	3000000
477	530	173
