20000	56568
198	10925	284
199	200	605
199	205	35
199	206	205
200	373	814
200	199	605
200	376	841
200	361	957
201	213	67
201	202	5
201	203	401
201	204	112
202	208	66
202	201	5
202	383	161
203	201	401
203	383	904
204	210	430
204	212	785
204	201	112
204	205	908
205	199	35
205	204	908
206	210	950
206	199	205
206	207	204
207	1203	135
207	376	58
207	206	204
208	209	634
208	213	671
208	214	246
208	202	66
209	208	634
209	288	943
209	290	56
209	287	562
210	211	468
210	215	114
210	204	430
210	206	950
211	210	468
211	1203	699
211	220	767
211	223	57
212	213	930
212	215	610
212	204	785
212	221	674
213	208	671
213	212	930
213	201	67
213	222	153
214	208	246
214	299	987
214	222	574
215	210	114
215	226	539
215	212	610
215	223	323
216	225	737
216	227	816
216	217	462
216	10893	300
217	224	940
217	216	462
217	219	365
218	224	128
218	230	549
218	219	767
218	220	860
219	360	533
219	217	365
219	218	767
220	211	767
220	231	926
220	360	483
220	218	860
221	226	477
221	243	313
221	212	674
221	222	19
222	213	153
222	214	574
222	221	19
223	211	57
223	229	638
223	215	323
223	231	649
224	227	134
224	217	940
224	218	128
224	234	728
225	228	605
225	216	737
225	233	405
226	229	846
226	215	539
226	221	477
226	350	251
227	224	134
227	216	816
227	233	140
227	236	529
228	225	605
228	232	751
228	235	929
229	226	846
229	238	312
229	223	638
230	231	157
230	218	549
230	234	360
230	237	349
231	230	157
231	220	926
231	238	859
231	223	649
232	228	751
232	1380	118
232	1355	529
233	240	658
233	225	405
233	227	140
233	235	479
234	224	728
234	230	360
234	236	95
234	239	651
235	228	929
235	244	342
235	233	479
236	240	68
236	227	529
236	234	95
237	230	349
237	343	644
237	238	930
237	239	574
238	229	312
238	231	859
238	237	930
239	245	243
239	264	194
239	234	651
239	237	574
240	244	380
240	245	834
240	233	658
240	236	68
241	242	738
241	243	450
241	296	308
242	241	738
242	356	695
242	350	430
243	241	450
243	299	2
243	221	313
243	350	511
244	240	380
244	357	556
244	246	818
244	235	342
245	240	834
245	246	542
245	239	243
246	244	818
246	245	542
246	359	335
247	259	625
247	405	753
247	248	819
247	249	11
248	357	640
248	358	97
248	247	819
249	247	11
249	250	336
249	251	437
250	4211	654
250	405	764
250	263	859
250	249	336
251	258	635
251	263	716
251	249	437
252	256	310
252	253	990
252	254	686
253	294	424
253	10841	813
253	252	990
254	10755	417
254	10757	835
254	252	686
255	256	140
255	257	315
255	260	976
256	293	805
256	341	122
256	252	310
256	255	140
257	10721	482
257	297	314
257	255	315
258	259	100
258	265	953
258	251	635
259	258	100
259	247	625
259	1371	478
260	340	778
260	261	224
260	255	976
261	260	224
261	344	414
262	263	254
263	4245	136
263	262	254
263	250	859
263	251	716
264	4374	273
264	265	402
264	397	610
264	239	194
265	258	953
265	264	402
265	1371	861
266	18	137
266	303	359
267	321	566
267	306	382
267	268	33
267	269	642
268	321	91
268	1410	91
268	267	33
268	269	312
269	321	541
269	1400	464
269	267	642
269	268	312
270	272	218
270	1666	110
270	404	876
270	271	109
271	595	21
271	10476	789
271	270	109
272	595	264
272	10109	497
272	270	218
273	3872	481
273	4	76
273	3861	667
273	3862	77
274	4	630
274	309	714
274	3862	531
275	276	683
275	284	689
275	45	691
276	275	683
276	313	493
277	48	457
277	53	718
277	326	190
278	148	249
278	53	111
278	156	401
279	53	308
279	42	259
279	45	192
280	281	805
280	158	700
280	159	15
281	168	332
281	280	805
282	283	518
282	159	887
283	282	518
283	285	396
284	275	689
284	406	603
284	135	761
285	406	625
285	283	396
286	292	574
286	168	350
287	209	562
287	290	185
287	372	281
288	209	943
288	298	189
288	302	873
289	291	411
289	362	24
289	188	246
290	209	56
290	373	739
290	375	50
290	287	185
291	289	411
291	292	897
291	183	558
292	291	897
292	172	590
292	286	574
293	256	805
293	10721	109
293	294	960
293	297	968
294	293	960
294	10841	117
294	253	424
295	296	326
295	298	295
295	91	382
295	382	932
296	384	420
296	241	308
296	295	326
297	257	314
297	293	968
297	90	330
297	91	563
298	288	189
298	803	358
298	295	295
298	299	88
299	243	2
299	214	987
299	298	88
300	368	370
300	370	687
300	301	833
300	302	631
301	401	477
301	1075	275
301	300	833
302	288	873
302	401	67
302	371	664
302	300	631
303	304	370
303	39	892
303	24	756
303	266	359
304	7600	40
304	4027	180
304	303	370
305	6	825
306	10470	522
306	1401	779
306	267	382
307	4114	828
307	4579	787
307	308	928
307	4479	135
308	307	928
308	10614	62
309	274	714
309	3	894
309	6	122
310	6	178
310	311	905
310	15	116
311	10464	357
311	310	905
312	20	601
312	26	748
312	15	49
313	36	348
313	276	493
313	37	164
314	315	208
314	316	957
314	29	360
315	314	208
316	314	957
317	39	143
317	4055	84
317	72	725
317	4041	23
318	72	628
319	320	114
319	4052	462
319	71	315
320	319	114
321	267	566
321	268	91
321	269	541
322	323	994
322	324	796
322	412	594
323	322	994
324	322	796
324	148	747
324	325	235
325	324	235
325	8951	897
325	141	562
326	277	190
327	164	123
327	328	770
327	329	969
327	4477	833
328	161	436
328	8933	477
328	327	770
328	4478	788
329	4144	50
329	327	969
329	330	830
330	329	830
330	331	471
331	8775	961
331	330	471
332	166	247
333	187	699
333	334	599
333	335	756
334	4149	451
334	4139	89
334	333	599
335	333	756
336	187	592
337	338	644
337	339	585
337	377	863
338	337	644
338	195	763
338	9407	961
339	337	585
340	260	778
340	341	56
340	348	26
341	256	122
341	416	135
341	340	56
341	342	692
342	341	692
343	237	644
344	261	414
344	345	322
345	403	973
345	344	322
345	91	734
345	382	267
346	107	122
346	110	20
347	136	548
347	124	934
348	416	620
348	340	26
348	349	392
349	348	392
350	226	251
350	242	430
350	243	511
350	351	339
351	350	339
352	84	246
353	354	820
353	355	797
353	7831	761
354	353	820
354	508	907
354	509	622
355	353	797
356	242	695
357	244	556
357	359	778
357	248	640
358	359	758
358	248	97
359	357	778
359	246	335
359	358	758
360	1203	10
360	219	533
360	220	483
361	194	361
361	200	957
361	377	837
361	362	230
362	289	24
362	361	230
362	367	87
363	4116	581
363	364	268
363	991	877
364	1009	282
364	1001	569
364	363	268
364	8892	889
365	9332	434
365	10361	630
365	5117	830
365	366	626
366	4177	445
366	365	626
366	4109	551
367	374	298
367	362	87
368	369	385
368	370	456
368	300	370
369	368	385
369	419	133
369	486	695
370	368	456
370	371	131
370	300	687
371	370	131
371	372	482
371	302	664
372	371	482
372	287	281
373	290	739
373	374	728
373	375	65
373	200	814
374	373	728
374	375	608
374	367	298
375	290	50
375	373	65
375	374	608
376	391	551
376	200	841
376	377	105
376	207	58
377	337	863
377	391	155
377	376	105
377	361	837
378	4499	930
378	10425	6
378	379	612
379	378	612
380	1539	14
380	4585	862
380	381	301
380	1534	234
380	1550	240
381	1364	59
381	380	301
381	10141	294
381	1550	201
382	802	957
382	295	932
382	345	267
383	202	161
383	203	904
384	296	420
385	386	936
385	390	407
385	392	39
386	385	936
386	630	972
386	631	104
386	410	564
387	197	972
387	88	129
388	4	349
388	389	541
388	4005	544
388	4006	518
389	3872	535
389	3939	185
389	388	541
390	385	407
390	2161	851
390	392	575
390	410	146
391	405	924
391	376	551
391	377	155
392	385	39
392	390	575
392	1327	553
393	1488	402
393	1699	864
393	1095	138
393	394	831
394	1488	485
394	393	831
394	1469	385
394	398	737
395	6485	860
395	6489	621
395	396	234
396	6484	93
396	395	234
396	6700	8
397	400	873
397	420	815
397	264	610
398	394	737
398	10346	500
398	1468	946
398	399	860
399	1472	32
399	10810	330
399	1467	462
399	398	860
400	90	526
400	1642	254
400	397	873
401	402	362
401	825	913
401	301	477
401	302	67
402	401	362
402	803	14
402	825	758
403	345	973
403	825	222
403	841	452
403	1020	971
404	1398	248
404	407	602
404	425	941
404	270	876
405	247	753
405	391	924
405	250	764
406	150	551
406	284	603
406	285	625
407	404	602
407	408	33
407	425	969
408	407	33
408	409	147
408	1386	155
409	1667	548
409	408	147
409	1592	852
410	386	564
410	2164	343
410	390	146
410	1769	258
411	8946	319
411	8949	97
411	150	256
412	322	594
412	147	431
412	10926	11
413	418	476
413	489	12
413	414	120
414	489	38
414	490	586
414	491	465
414	413	120
415	416	861
415	421	184
415	422	676
416	341	135
416	488	46
416	348	620
416	415	861
417	418	222
417	419	825
417	505	740
418	417	222
418	10837	699
418	413	476
419	369	133
419	417	825
419	486	107
419	487	716
420	421	208
420	524	453
420	397	815
421	420	208
421	504	125
421	415	184
422	426	186
422	415	676
423	424	421
423	428	26
423	430	531
424	423	421
424	488	717
424	430	411
424	494	562
425	404	941
425	1396	386
425	407	969
426	422	186
426	427	510
427	432	61
427	426	510
427	428	709
428	496	229
428	423	26
428	488	478
428	427	709
429	434	897
429	430	1000
429	431	796
430	434	74
430	423	531
430	424	411
430	429	1000
431	10838	283
431	443	935
431	429	796
432	515	426
432	456	510
432	427	61
433	434	775
433	10725	273
433	443	855
433	492	219
434	433	775
434	443	747
434	429	897
434	430	74
435	436	747
435	437	14
435	438	854
436	529	147
436	435	747
436	527	880
437	435	14
438	435	854
438	536	329
438	600	726
439	452	469
439	440	572
439	508	744
440	515	348
440	439	572
440	601	559
441	4582	902
441	442	368
441	445	679
442	441	368
443	433	855
443	434	747
443	492	887
443	431	935
444	10283	925
444	445	207
444	446	712
445	10263	326
445	441	679
445	444	207
446	444	712
447	448	281
447	3791	924
448	3862	318
448	4285	235
448	447	281
449	450	130
449	485	939
449	4587	611
450	449	130
450	6792	908
450	6748	246
451	452	466
452	451	466
452	516	666
452	439	469
453	454	23
453	8265	124
454	498	296
454	453	23
454	7530	102
455	456	759
455	457	588
455	462	213
456	432	510
456	496	938
456	455	759
457	455	588
457	521	684
457	458	697
458	520	932
458	457	697
458	459	77
458	461	335
459	458	77
459	460	748
459	461	395
460	521	12
460	459	748
460	461	669
461	458	335
461	459	395
461	460	669
462	455	213
462	522	727
462	587	16
462	588	629
463	464	178
463	467	921
463	580	264
464	538	469
464	539	560
464	463	178
465	466	263
465	8788	534
465	7912	470
466	465	263
467	463	921
468	7936	248
468	469	629
468	470	845
469	579	981
469	468	629
469	580	991
470	468	845
471	472	521
471	475	306
472	471	521
472	573	797
473	474	948
473	2491	480
473	3499	677
473	1580	73
474	473	948
474	2491	429
474	3500	143
475	484	567
475	471	306
475	575	248
476	497	493
476	4645	62
476	477	17
477	530	500
477	4658	122
477	500	279
477	476	17
478	775	231
478	807	856
478	776	564
478	479	181
479	478	181
480	481	254
481	480	254
481	554	801
481	556	754
482	483	343
483	482	343
483	548	203
483	550	122
484	8563	423
484	475	567
485	449	939
485	5907	903
485	5909	523
485	9113	757
486	369	695
486	419	107
486	487	622
487	419	716
487	596	518
487	486	622
488	416	46
488	424	717
488	428	478
489	602	352
489	604	630
489	413	12
489	414	38
490	491	908
490	603	100
490	414	586
491	596	751
491	490	908
491	414	465
492	433	219
492	443	887
492	493	808
492	527	369
493	492	808
494	424	562
494	505	336
494	507	1
495	496	821
496	456	938
496	428	229
496	495	821
497	4659	985
497	4979	469
497	476	493
498	499	623
498	454	296
498	8942	668
499	577	588
499	498	623
499	8557	931
500	4645	60
500	4646	838
500	4647	789
500	477	279
501	502	214
501	503	217
502	501	214
502	540	684
502	542	842
503	501	217
503	540	773
504	421	125
505	417	740
505	506	154
505	494	336
506	505	154
507	494	1
508	354	907
508	439	744
508	510	588
509	513	323
509	354	622
509	514	868
510	508	588
511	512	284
511	515	693
512	8789	901
512	511	284
513	10843	995
513	509	323
514	509	868
515	432	426
515	440	348
515	511	693
516	452	666
517	518	364
517	519	395
517	8908	242
518	517	364
519	517	395
520	458	932
521	457	684
521	522	944
521	460	12
522	521	944
522	523	413
522	462	727
523	522	413
524	420	453
524	7705	398
524	525	242
524	526	614
525	4374	446
525	524	242
526	524	614
527	528	920
527	436	880
527	492	369
528	527	920
529	436	147
530	4657	403
530	531	383
530	4662	581
530	477	500
531	4977	535
531	530	383
531	4978	124
531	4975	257
532	4961	636
532	4642	210
532	533	99
532	537	2
533	4960	809
533	4961	354
533	532	99
533	4647	784
534	594	193
534	535	412
534	536	46
535	594	158
535	534	412
535	605	401
536	594	926
536	438	329
536	534	46
537	532	2
537	4971	180
537	4974	543
538	464	469
539	464	560
540	502	684
540	503	773
540	541	792
541	540	792
541	10317	815
542	502	842
542	8445	968
542	543	334
543	544	32
543	547	670
543	542	334
544	8385	66
544	549	891
544	543	32
545	546	699
545	9115	208
545	9102	636
546	545	699
546	1998	655
546	9118	394
547	548	625
547	543	670
548	483	203
548	547	625
548	549	822
549	544	891
549	548	822
549	8391	845
549	8365	342
550	483	122
550	551	565
550	552	403
551	550	565
551	8360	673
551	8365	555
552	550	403
552	553	718
552	8330	934
553	552	718
553	554	126
553	8586	586
554	481	801
554	553	126
554	555	683
555	554	683
555	8266	262
555	8683	773
555	556	457
556	481	754
556	555	457
556	557	276
557	556	276
557	558	133
558	8280	957
558	557	133
558	559	623
559	597	892
559	598	554
559	558	623
560	561	975
560	10547	720
560	8203	880
561	560	975
561	564	650
561	8171	541
562	563	418
562	564	166
562	565	79
563	8145	909
563	10401	890
563	562	418
563	8157	492
564	561	650
564	562	166
564	8157	411
565	562	79
565	8130	511
565	566	317
566	565	317
566	567	717
566	8110	514
567	8083	879
567	566	717
567	568	347
568	567	347
568	571	615
569	570	702
569	571	904
569	572	622
570	569	702
571	568	615
571	569	904
571	8061	454
572	8676	265
572	569	622
572	575	201
573	576	329
573	472	797
573	574	455
574	8001	76
574	573	455
574	7999	466
575	8039	233
575	475	248
575	572	201
576	8465	909
576	8265	169
576	573	329
577	578	230
577	499	588
577	579	775
578	7968	328
578	577	230
578	7956	501
579	577	775
579	469	981
579	7957	329
580	469	991
580	581	682
580	463	264
581	580	682
581	582	507
581	583	679
582	581	507
583	581	679
583	584	769
583	585	941
584	583	769
585	583	941
585	586	810
585	587	49
586	585	810
587	585	49
587	588	371
587	462	16
588	587	371
588	589	145
588	462	629
589	588	145
589	590	271
589	591	418
590	10725	763
590	10726	12
590	589	271
591	592	356
591	593	616
591	589	418
592	591	356
593	591	616
593	607	799
594	534	193
594	535	158
594	536	926
595	272	264
595	1386	255
595	271	21
596	487	518
596	491	751
597	10547	353
597	559	892
598	10851	273
598	8277	477
598	10549	149
598	559	554
599	600	383
599	607	472
600	438	726
600	599	383
601	440	559
601	10843	769
601	10844	811
602	489	352
602	603	982
602	604	388
603	490	100
603	602	982
604	489	630
604	602	388
604	605	564
605	535	401
605	604	564
605	606	684
606	605	684
607	593	799
607	599	472
608	609	51
608	610	626
608	612	80
608	682	706
609	608	51
609	684	701
609	702	736
610	608	626
610	698	714
610	683	428
610	702	235
611	612	311
611	613	253
611	614	659
612	608	80
612	611	311
612	619	7
612	684	134
613	611	253
613	684	799
613	703	286
614	611	659
614	618	428
614	622	81
615	616	537
615	617	579
615	623	755
616	615	537
616	808	872
616	811	696
617	615	579
618	659	642
618	614	428
618	619	549
619	612	7
619	618	549
619	682	308
619	683	658
620	628	654
620	1740	945
620	621	328
620	622	211
621	660	229
621	620	328
621	622	913
622	659	82
622	614	81
622	620	211
622	621	913
623	624	336
623	625	484
623	615	755
624	1012	741
624	623	336
624	831	226
625	626	783
625	623	484
626	625	783
626	634	426
626	685	843
627	628	805
627	629	904
627	637	844
627	638	854
628	627	805
628	695	436
628	620	654
629	627	904
629	668	888
629	637	198
629	669	655
630	386	972
630	10451	970
630	631	547
630	686	919
631	386	104
631	707	637
631	630	547
632	1557	440
632	633	323
632	1514	135
633	2769	22
633	632	323
633	1514	927
634	626	426
634	645	983
634	635	73
635	659	518
635	646	887
635	634	73
635	683	798
636	672	298
636	637	933
636	639	627
637	627	844
637	629	198
637	636	933
637	639	636
638	627	854
638	653	510
638	639	616
639	636	627
639	637	636
639	653	851
639	638	616
640	641	507
640	673	827
640	642	759
641	640	507
641	672	630
641	673	584
641	654	378
641	655	680
642	640	759
642	649	721
642	651	601
643	657	514
643	644	142
643	650	896
644	643	142
644	664	859
644	665	182
644	666	686
645	646	827
645	2169	752
645	634	983
646	645	827
646	681	810
646	635	887
646	1758	710
647	1056	113
647	678	872
647	648	557
647	687	728
648	2160	237
648	647	557
648	1399	219
648	2621	958
649	642	721
649	650	855
649	651	608
650	656	41
650	643	896
650	649	855
651	642	601
651	649	608
651	655	755
652	653	48
652	654	339
652	670	96
653	667	227
653	652	48
653	638	510
653	639	851
654	641	378
654	674	54
654	652	339
654	655	87
654	671	902
655	641	680
655	676	415
655	651	755
655	654	87
656	657	338
656	658	120
656	676	682
656	650	41
657	656	338
657	643	514
657	677	430
658	656	120
658	691	479
658	1738	730
659	618	642
659	635	518
659	683	260
659	622	82
660	704	460
660	661	654
660	621	229
661	704	277
661	705	118
661	660	654
662	685	207
664	673	878
664	644	859
664	694	420
664	10447	189
665	644	182
666	673	185
666	644	686
667	688	578
667	653	227
667	670	561
668	629	888
669	629	655
670	1737	750
670	667	561
670	652	96
670	671	768
671	674	977
671	654	902
671	670	768
672	641	630
672	10481	115
672	636	298
673	640	827
673	641	584
673	664	878
673	666	185
674	675	917
674	654	54
674	671	977
674	1743	890
675	674	917
675	690	473
675	676	997
676	656	682
676	675	997
676	691	873
676	655	415
677	657	430
677	680	51
678	2166	878
678	647	872
678	1403	632
679	680	910
680	2164	623
680	677	51
680	1829	961
680	679	910
681	646	810
682	608	706
682	696	865
682	619	308
683	610	428
683	659	260
683	619	658
683	635	798
684	609	701
684	612	134
684	613	799
685	2689	788
685	626	843
685	662	207
685	879	510
686	10451	191
686	692	376
686	630	919
686	687	701
687	647	728
687	10106	871
687	686	701
688	689	967
688	1745	610
688	1737	351
688	667	578
689	688	967
690	675	473
690	691	981
690	1031	907
690	697	761
691	658	479
691	690	981
691	676	873
691	1031	258
692	686	376
692	2159	284
694	664	420
695	628	436
696	682	865
697	690	761
697	1748	964
697	1743	44
698	610	714
698	808	429
698	699	347
698	700	226
699	808	368
699	698	347
699	796	957
700	698	226
700	701	758
700	797	269
701	700	758
701	702	512
702	609	736
702	610	235
702	701	512
703	704	955
703	613	286
704	660	460
704	661	277
704	703	955
705	706	935
705	661	118
706	705	935
706	10447	846
707	631	637
707	10447	89
708	709	442
708	777	467
709	708	442
709	789	501
709	780	902
710	711	491
710	919	883
710	921	437
711	710	491
711	863	785
712	713	941
712	714	663
712	715	576
713	1040	646
713	712	941
713	922	492
714	1060	909
714	712	663
714	921	308
714	922	234
715	1060	824
715	1061	343
715	712	576
715	1065	847
716	720	108
716	10454	675
716	717	194
716	1037	481
717	1040	370
717	716	194
717	1038	468
718	723	100
718	719	241
719	721	6
719	718	241
720	724	193
720	986	356
720	716	108
720	732	680
721	722	104
721	723	709
721	719	6
722	721	104
722	1064	750
722	1069	529
723	721	709
723	724	755
723	718	100
724	720	193
724	723	755
724	727	524
725	931	686
725	726	962
725	1046	233
725	729	460
726	1042	562
726	1044	73
726	725	962
727	724	524
727	728	881
727	730	248
728	1088	137
728	1089	986
728	727	881
728	975	211
729	740	270
729	725	460
729	735	173
730	737	668
730	727	248
730	975	907
731	736	158
731	732	755
731	733	150
732	720	680
732	731	755
732	988	796
733	736	889
733	930	524
733	731	150
733	734	350
734	988	334
734	733	350
734	1055	356
735	739	512
735	755	94
735	729	173
736	737	855
736	738	132
736	930	394
736	731	158
736	733	889
737	736	855
737	1026	276
737	730	668
738	736	132
738	929	639
738	744	276
739	747	751
739	748	293
739	735	512
740	741	834
740	729	270
740	746	606
741	740	834
741	1045	368
741	1047	36
742	753	417
742	755	804
742	743	695
743	929	748
743	930	667
743	931	83
743	742	695
744	738	276
744	745	319
744	927	19
745	1026	61
745	744	319
745	973	925
745	974	736
746	740	606
746	756	996
746	747	144
746	941	578
747	739	751
747	746	144
747	749	736
748	739	293
748	749	698
748	766	636
749	747	736
749	748	698
749	943	560
750	752	450
750	925	934
750	751	12
751	1025	442
751	973	481
751	750	12
751	975	927
752	1094	829
752	1099	542
752	750	450
753	754	551
753	742	417
753	774	196
754	753	551
754	929	316
754	10657	3
755	742	804
755	761	807
755	735	94
756	757	643
756	746	996
756	767	135
757	756	643
757	1045	883
757	1048	244
758	773	74
758	759	765
758	760	568
758	782	719
759	1024	565
759	758	765
759	940	650
759	1023	768
760	758	568
760	774	676
760	972	209
760	927	127
761	755	807
761	787	836
761	765	6
762	769	753
762	763	141
762	764	959
763	762	141
763	1051	447
763	764	561
764	762	959
764	1050	940
764	763	561
765	761	6
765	810	13
765	766	534
766	748	636
766	765	534
766	989	164
767	768	269
767	979	520
767	756	135
768	1051	394
768	1052	369
768	767	269
769	770	40
769	984	198
769	762	753
770	769	40
770	772	628
770	805	529
771	772	124
772	770	628
772	771	124
772	10583	51
