1000	3540
68	62	166
68	78	164
69	83	89
69	68	100000
69	22	159
69	70	100000
69	76	39
70	69	100000
70	71	100000
70	58	170
70	61	155
70	93	52
71	52	130
71	70	100000
71	72	100000
71	319	51
72	71	100000
72	73	100000
72	317	55
72	318	109
73	66	80
73	72	100000
73	74	100000
73	79	22
75	80	94
75	65	59
75	82	147
75	57	22
75	74	100000
75	76	100000
76	69	39
76	198	101
76	88	188
76	75	100000
76	77	100000
77	197	146
77	10	190
77	76	100000
77	78	100000
78	65	165
78	82	175
78	68	164
78	77	100000
78	79	100000
79	80	100000
79	81	191
79	73	22
79	89	168
79	78	100000
80	64	195
80	81	100000
80	86	197
80	87	104
80	75	94
80	79	100000
81	80	100000
81	82	100000
81	61	189
81	93	191
81	79	191
81	95	46
82	81	100000
82	83	100000
82	87	200
82	106	176
82	75	147
82	78	175
83	82	100000
83	84	100000
83	69	89
83	88	79
83	92	129
84	352	194
84	83	100000
84	85	100000
85	84	100000
85	853	175
85	86	100000
85	895	192
86	80	197
86	66	62
86	85	100000
86	87	100000
86	89	44
86	94	161
87	80	104
87	82	200
87	99	151
87	86	100000
87	88	100000
87	94	95
88	96	82
88	83	79
88	387	107
88	87	100000
88	89	100000
88	76	188
89	97	175
89	86	44
89	88	100000
89	90	100000
89	79	168
89	95	24
90	400	86
90	297	96
90	89	100000
90	91	100000
91	295	125
91	297	82
91	345	73
91	90	100000
91	92	100000
92	96	87
92	98	33
92	83	129
92	91	100000
92	93	100000
93	81	191
93	70	52
93	92	100000
93	94	100000
94	97	197
94	86	161
94	87	95
94	108	155
94	93	100000
94	95	100000
95	96	100000
95	81	46
95	101	25
95	102	123
95	89	24
95	94	100000
96	97	100000
96	103	22
96	88	82
96	104	58
96	92	87
96	95	100000
97	96	100000
97	98	100000
97	102	53
97	89	175
97	107	19
97	94	197
98	97	100000
98	99	100000
98	101	99
98	104	104
98	92	33
99	98	100000
99	100	100000
99	87	151
99	105	195
100	99	100000
100	101	100000
100	108	23
100	109	98
101	112	90
101	98	99
101	100	100000
101	102	100000
101	95	25
102	97	53
102	113	42
102	101	100000
102	103	100000
102	95	123
102	111	122
103	96	22
103	115	17
103	102	100000
103	104	100000
103	124	52
104	96	58
104	98	104
104	115	127
104	103	100000
104	120	15
104	105	100000
105	99	195
105	104	100000
105	106	100000
106	82	176
106	105	100000
106	107	100000
107	97	19
107	113	185
107	346	97
107	106	100000
107	108	100000
108	100	23
108	107	100000
108	109	100000
108	94	155
108	110	186
109	100	98
109	118	19
109	108	100000
109	110	100000
110	346	133
110	108	186
110	109	100000
110	111	100000
111	112	100000
111	102	122
111	119	65
111	122	176
111	110	100000
112	113	100000
112	101	90
112	111	100000
113	112	100000
113	114	100000
113	102	42
113	121	165
113	107	185
115	128	67
115	114	100000
115	116	100000
115	103	17
115	104	127
115	120	152
115	123	112
116	115	100000
116	133	165
116	117	100000
116	118	183
118	116	183
118	117	100000
118	119	100000
118	109	19
119	118	100000
119	120	100000
119	125	58
119	111	65
120	115	152
120	119	100000
120	104	15
120	121	100000
121	113	165
121	120	100000
121	122	100000
121	126	22
122	121	100000
122	123	100000
122	125	15
122	111	176
122	127	85
123	115	112
123	136	189
123	122	100000
123	124	100000
124	103	52
124	347	179
124	123	100000
124	125	100000
125	128	153
125	129	142
125	119	58
125	122	15
125	124	100000
125	126	100000
126	130	76
126	121	22
126	125	100000
126	127	100000
127	128	100000
127	129	135
127	134	14
127	122	85
127	126	100000
128	129	100000
128	115	67
128	138	195
128	125	153
128	127	100000
129	128	100000
129	130	100000
129	137	166
129	125	142
129	127	135
130	129	100000
130	131	100000
130	134	58
130	126	76
132	131	100000
132	52	148
132	133	100000
132	151	174
132	152	100
133	116	165
133	132	100000
133	134	100000
134	130	58
134	133	100000
134	135	100000
134	137	193
134	142	142
134	127	14
135	134	100000
135	136	100000
135	284	16
136	135	100000
136	137	100000
136	123	189
136	347	44
137	129	166
137	145	119
137	134	193
137	136	100000
137	138	100000
138	128	195
138	144	166
138	137	100000
138	139	100000
141	325	21
141	140	100000
141	142	100000
141	143	13
142	145	109
142	134	142
142	141	100000
142	143	100000
143	144	100000
143	145	30
143	141	13
143	142	100000
144	177	125
144	145	100000
144	138	166
144	143	100000
145	144	100000
145	146	100000
145	137	119
145	142	109
145	143	30
146	145	100000
146	147	100000
146	148	141
146	149	21
147	146	100000
147	148	100000
147	150	146
147	412	170
148	146	141
148	147	100000
148	324	181
148	149	100000
148	278	146
149	161	7
149	146	21
149	148	100000
149	150	100000
150	147	146
150	149	100000
150	406	45
150	151	100000
150	411	50
151	132	174
151	150	100000
151	152	100000
151	153	177
151	156	23
152	132	100
152	151	100000
152	153	100000
152	154	85
153	151	177
153	152	100000
153	154	100000
154	152	85
154	153	100000
154	155	100000
155	166	27
155	154	100000
155	156	100000
155	157	52
156	278	77
156	151	23
156	155	100000
156	157	100000
157	162	98
157	170	151
157	155	52
157	156	100000
157	158	100000
158	160	180
158	280	121
158	157	100000
158	159	100000
159	160	100000
159	280	166
159	282	167
159	158	100000
160	161	100000
160	158	180
160	159	100000
161	160	100000
161	162	100000
161	149	7
161	328	16
161	175	27
162	161	100000
162	163	100000
162	157	98
163	162	100000
163	180	171
163	164	100000
163	165	19
164	163	100000
164	180	57
164	165	100000
164	327	64
165	163	19
165	164	100000
165	166	100000
165	171	13
166	165	100000
166	167	100000
166	155	27
166	332	2
167	166	100000
167	168	100000
167	169	173
167	172	195
168	167	100000
168	281	67
168	169	100000
168	286	63
169	167	173
169	168	100000
169	170	100000
170	169	100000
170	171	100000
170	157	151
171	165	13
171	170	100000
171	172	100000
172	176	118
172	292	58
172	167	195
172	171	100000
172	173	100000
173	176	98
173	172	100000
173	174	100000
173	175	141
175	176	100000
175	161	27
175	178	132
175	173	141
175	174	100000
176	177	100000
176	178	16
176	172	118
176	173	98
176	175	100000
177	144	125
177	176	100000
177	178	100000
178	176	16
178	177	100000
178	179	100000
178	181	198
178	175	132
179	178	100000
179	180	100000
179	184	165
179	185	56
180	163	171
180	179	100000
180	164	57
180	181	100000
181	178	198
181	180	100000
181	182	100000
181	183	67
183	291	32
183	181	67
183	182	100000
183	184	100000
183	185	194
184	179	165
184	183	100000
184	185	100000
185	179	56
185	183	194
185	184	100000
185	186	100000
186	185	100000
186	187	100000
186	188	101
187	336	7
187	186	100000
187	188	100000
187	333	21
188	289	75
188	194	100
188	186	101
188	187	100000
188	189	100000
189	193	186
189	188	100000
189	190	100000
189	191	22
191	192	100000
191	189	22
191	190	100000
192	193	100000
192	196	126
192	191	100000
193	192	100000
193	194	100000
193	189	186
194	193	100000
194	195	100000
194	361	27
194	188	100
195	338	102
195	194	100000
195	196	100000
196	192	126
196	195	100000
196	197	100000
197	387	35
197	196	100000
197	198	100000
197	77	146
198	197	100000
198	199	100000
198	76	101
199	198	100000
199	200	100000
199	205	189
199	206	63
200	373	124
200	199	100000
200	376	189
200	361	25
200	201	100000
201	213	36
201	200	100000
201	202	100000
201	203	84
201	204	52
202	208	176
202	201	100000
202	203	100000
202	383	6
203	201	84
203	202	100000
203	204	100000
203	383	193
204	210	63
204	212	169
204	201	52
204	203	100000
204	205	100000
205	199	189
205	204	100000
205	206	100000
206	210	96
206	199	63
206	205	100000
206	207	100000
207	208	100000
207	376	136
207	206	100000
208	209	100000
208	213	53
208	214	176
208	202	176
208	207	100000
209	288	42
209	208	100000
209	290	23
209	210	100000
209	287	12
210	209	100000
210	211	100000
210	215	146
210	204	63
210	206	96
211	210	100000
211	212	100000
211	220	72
211	223	148
212	211	100000
212	213	100000
212	215	43
212	204	169
212	221	137
213	208	53
213	212	100000
213	214	100000
213	201	36
213	222	103
214	208	176
214	213	100000
214	215	100000
214	299	99
214	222	22
215	210	146
215	226	15
215	212	43
215	214	100000
215	216	100000
215	223	13
216	225	108
216	227	122
216	215	100000
216	217	100000
217	224	110
217	216	100000
217	218	100000
217	219	112
218	224	42
218	230	90
218	217	100000
218	219	100000
218	220	152
219	360	135
219	217	112
219	218	100000
219	220	100000
220	211	72
220	231	118
220	360	78
220	218	152
220	219	100000
220	221	100000
221	226	171
221	243	57
221	212	137
221	220	100000
221	222	100000
222	213	103
222	214	22
222	221	100000
222	223	100000
223	224	100000
223	211	148
223	229	12
223	215	13
223	231	142
223	222	100000
224	225	100000
224	227	78
224	217	110
224	218	42
224	234	27
224	223	100000
225	224	100000
225	226	100000
225	228	53
225	216	108
225	233	28
226	225	100000
226	227	100000
226	229	97
226	215	15
226	221	171
226	350	125
227	224	78
227	226	100000
227	228	100000
227	216	122
227	233	85
227	236	46
228	225	53
228	227	100000
228	229	100000
228	232	19
228	235	57
229	226	97
229	228	100000
229	230	100000
229	238	113
229	223	12
230	229	100000
230	231	100000
230	218	90
230	234	96
230	237	151
231	230	100000
231	232	100000
231	220	118
231	238	93
231	223	142
232	228	19
232	231	100000
232	233	100000
233	240	56
233	225	28
233	227	85
233	232	100000
233	234	100000
233	235	124
234	224	27
234	230	96
234	233	100000
234	235	100000
234	236	182
234	239	15
235	228	57
235	244	172
235	233	124
235	234	100000
235	236	100000
236	240	178
236	227	46
236	234	182
236	235	100000
236	237	100000
237	230	151
237	343	10
237	236	100000
237	238	100000
237	239	29
238	229	113
238	231	93
238	237	100000
238	239	100000
239	240	100000
239	245	33
239	264	32
239	234	15
239	237	29
239	238	100000
240	241	100000
240	244	195
240	245	47
240	233	56
240	236	178
240	239	100000
241	240	100000
241	242	100000
241	243	102
241	296	66
242	241	100000
242	243	100000
242	356	95
242	350	197
243	241	102
243	242	100000
243	244	100000
243	299	175
243	221	57
243	350	115
244	240	195
244	243	100000
244	357	11
244	245	100000
244	246	22
244	235	172
245	240	47
245	244	100000
245	246	100000
245	239	33
246	244	22
246	245	100000
246	359	41
246	247	100000
247	259	82
247	405	33
247	246	100000
247	248	100000
247	249	133
248	357	26
248	358	16
248	247	100000
248	249	100000
249	247	133
249	248	100000
249	250	100000
249	251	16
250	405	103
250	263	108
250	249	100000
250	251	100000
251	258	2
251	263	9
251	249	16
251	250	100000
251	252	100000
252	256	66
252	251	100000
252	253	100000
252	254	115
253	294	131
253	252	100000
253	254	100000
254	252	115
254	253	100000
254	255	100000
255	256	100000
255	257	130
255	260	150
255	254	100000
256	257	100000
256	293	28
256	341	115
256	252	66
256	255	100000
257	256	100000
257	258	100000
257	297	35
257	255	130
258	257	100000
258	259	100000
258	265	166
258	251	2
259	258	100000
259	260	100000
259	247	82
260	259	100000
260	340	165
260	261	100000
260	255	150
261	260	100000
261	262	100000
261	344	189
263	262	100000
263	264	100000
263	250	108
263	251	9
264	263	100000
264	265	100000
264	397	165
264	239	32
265	258	166
265	264	100000
265	266	100000
266	18	77
266	265	100000
266	267	100000
266	303	26
267	321	59
267	306	101
267	266	100000
267	268	100000
267	269	3
268	321	96
268	267	100000
268	269	100000
269	321	79
269	267	3
269	268	100000
269	270	100000
270	272	61
270	404	104
270	269	100000
270	271	100000
271	272	100000
271	595	135
271	270	100000
272	273	100000
272	595	7
272	270	61
272	271	100000
273	272	100000
273	274	100000
273	4	192
274	273	100000
274	275	100000
274	4	189
274	309	68
275	274	100000
275	276	100000
275	284	44
275	45	165
276	275	100000
276	277	100000
276	313	27
277	48	67
277	276	100000
277	53	33
277	326	148
277	278	100000
278	148	146
278	53	15
278	277	100000
278	279	100000
278	156	77
279	53	26
279	278	100000
279	280	100000
279	42	55
279	45	134
280	279	100000
280	281	100000
280	158	121
280	159	166
281	168	67
281	280	100000
281	282	100000
282	281	100000
282	283	100000
282	159	167
283	282	100000
283	284	100000
283	285	170
284	275	44
284	406	77
284	135	16
284	283	100000
284	285	100000
285	406	168
285	283	170
285	284	100000
285	286	100000
286	292	192
286	168	63
286	285	100000
286	287	100000
287	288	100000
287	209	12
287	290	129
287	372	160
287	286	100000
288	209	42
288	289	100000
288	298	123
288	302	157
288	287	100000
289	288	100000
289	290	100000
289	291	108
289	362	4
289	188	75
290	209	23
290	289	100000
290	291	100000
290	373	81
290	375	77
290	287	129
291	289	108
291	290	100000
291	292	100000
291	183	32
292	291	100000
292	293	100000
292	172	58
292	286	192
293	256	28
293	292	100000
293	294	100000
293	297	176
294	293	100000
294	295	100000
294	253	131
295	294	100000
295	296	100000
295	298	144
295	91	125
295	382	134
296	384	123
296	241	66
296	295	100000
296	297	100000
297	257	35
297	293	176
297	296	100000
297	90	96
297	298	100000
297	91	82
298	288	123
298	803	124
298	295	144
298	297	100000
298	299	100000
299	243	175
299	214	99
299	298	100000
299	300	100000
300	368	167
300	370	186
300	299	100000
300	301	100000
300	302	108
301	401	117
301	300	100000
301	302	100000
302	288	157
302	401	74
302	371	5
302	300	108
302	301	100000
302	303	100000
303	304	100000
303	39	136
303	24	187
303	266	26
303	302	100000
305	304	100000
305	306	100000
305	6	106
306	305	100000
306	307	100000
306	267	101
309	274	68
309	3	89
309	308	100000
309	6	36
309	310	100000
310	309	100000
310	6	144
310	311	100000
310	15	68
312	20	180
312	311	100000
312	313	100000
312	26	174
312	15	178
313	36	59
313	276	27
313	37	195
313	312	100000
313	314	100000
314	313	100000
314	315	100000
314	316	40
314	29	51
316	314	40
316	315	100000
316	317	100000
317	39	135
317	72	55
317	316	100000
317	318	100000
318	72	109
318	317	100000
318	319	100000
319	320	100000
319	71	51
319	318	100000
321	320	100000
321	322	100000
321	267	59
321	268	96
321	269	79
322	321	100000
322	323	100000
322	324	1
322	412	196
324	322	1
324	323	100000
324	148	181
324	325	100000
325	324	100000
325	326	100000
325	141	21
326	277	148
326	325	100000
326	327	100000
327	164	64
327	326	100000
327	328	100000
327	329	71
328	161	16
328	327	100000
328	329	100000
329	327	71
329	328	100000
329	330	100000
332	166	2
332	331	100000
332	333	100000
333	187	21
333	332	100000
333	334	100000
333	335	179
335	336	100000
335	333	179
335	334	100000
336	337	100000
336	187	7
336	335	100000
337	336	100000
337	338	100000
337	339	129
337	377	75
338	337	100000
338	195	102
338	339	100000
339	337	129
339	338	100000
339	340	100000
340	339	100000
340	260	165
340	341	100000
340	348	60
341	256	115
341	416	77
341	340	100000
341	342	100000
343	342	100000
343	344	100000
343	237	10
344	261	189
344	343	100000
344	345	100000
345	403	81
345	344	100000
345	346	100000
345	91	73
345	382	12
346	345	100000
346	107	97
346	347	100000
346	110	133
347	136	44
347	346	100000
347	124	179
347	348	100000
348	416	130
348	340	60
348	347	100000
348	349	100000
350	226	125
350	242	197
350	243	115
350	349	100000
350	351	100000
352	353	100000
352	84	194
352	351	100000
353	352	100000
353	354	100000
353	355	177
354	353	100000
354	355	100000
354	508	109
354	509	148
355	353	177
355	354	100000
355	356	100000
356	242	95
356	355	100000
356	357	100000
357	244	11
357	356	100000
357	358	100000
357	359	142
357	248	26
358	357	100000
358	359	100000
358	248	16
359	357	142
359	246	41
359	358	100000
359	360	100000
360	359	100000
360	361	100000
360	219	135
360	220	78
361	194	27
361	200	25
361	360	100000
361	377	97
361	362	100000
362	289	4
362	361	100000
362	363	100000
362	367	55
363	362	100000
363	364	100000
363	991	129
367	368	100000
367	374	141
367	362	55
367	366	100000
368	369	100000
368	370	113
368	300	167
368	367	100000
369	368	100000
369	370	100000
369	419	166
369	486	56
370	368	113
370	369	100000
370	371	100000
370	300	186
371	370	100000
371	372	100000
371	302	5
372	371	100000
372	373	100000
372	287	160
373	290	81
373	372	100000
373	374	100000
373	375	177
373	200	124
374	373	100000
374	375	100000
374	367	141
375	290	77
375	373	177
375	374	100000
375	376	100000
376	391	39
376	375	100000
376	200	189
376	377	100000
376	207	136
377	337	75
377	391	171
377	376	100000
377	361	97
377	378	100000
382	802	158
382	295	134
382	345	12
382	381	100000
382	383	100000
383	384	100000
383	202	6
383	203	193
383	382	100000
384	385	100000
384	296	123
384	383	100000
385	384	100000
385	386	100000
385	390	137
385	392	195
386	385	100000
386	387	100000
386	630	33
386	631	162
386	410	54
387	386	100000
387	388	100000
387	197	35
387	88	107
388	387	100000
388	4	99
388	389	100000
390	385	137
390	389	100000
390	391	100000
390	392	137
390	410	193
391	405	198
391	390	100000
391	376	39
391	392	100000
391	377	171
392	385	195
392	390	137
392	391	100000
392	393	100000
394	393	100000
394	395	100000
394	398	133
397	400	56
397	420	151
397	264	165
397	396	100000
397	398	100000
398	394	133
398	397	100000
398	399	100000
400	401	100000
400	90	86
400	397	56
400	399	100000
401	400	100000
401	402	100000
401	825	117
401	301	117
401	302	74
402	401	100000
402	803	177
402	403	100000
402	825	17
403	402	100000
403	404	100000
403	345	81
403	825	53
403	841	75
404	403	100000
404	405	100000
404	407	53
404	425	187
404	270	104
405	404	100000
405	406	100000
405	247	33
405	391	198
405	250	103
406	405	100000
406	150	45
406	407	100000
406	284	77
406	285	168
407	404	53
407	406	100000
407	408	100000
407	425	1
410	386	54
410	390	193
410	409	100000
410	411	100000
411	150	50
411	410	100000
411	412	100000
412	322	196
412	147	170
412	411	100000
412	413	100000
413	418	193
413	489	88
413	412	100000
413	414	100000
414	489	145
414	490	23
414	491	5
414	413	100000
414	415	100000
415	416	100000
415	421	105
415	422	84
415	414	100000
416	417	100000
416	341	77
416	488	128
416	348	130
416	415	100000
417	416	100000
417	418	100000
417	419	44
417	505	4
418	417	100000
418	419	100000
418	413	193
419	369	166
419	417	44
419	418	100000
419	420	100000
419	486	161
419	487	66
420	419	100000
420	421	100000
420	524	144
420	397	151
421	420	100000
421	422	100000
421	504	69
421	415	105
422	421	100000
422	423	100000
422	426	69
422	415	84
423	422	100000
423	424	100000
423	428	147
423	430	9
424	423	100000
424	488	186
424	425	100000
424	430	90
424	494	74
425	404	187
425	407	1
425	424	100000
425	426	100000
426	422	69
426	425	100000
426	427	100000
427	432	104
427	426	100000
427	428	100000
428	496	23
428	423	147
428	488	191
428	427	100000
428	429	100000
429	434	63
429	428	100000
429	430	100000
429	431	36
430	434	69
430	423	9
430	424	90
430	429	100000
430	431	100000
431	432	100000
431	443	45
431	429	36
431	430	100000
432	433	100000
432	515	174
432	456	188
432	427	104
432	431	100000
433	432	100000
433	434	100000
433	443	86
433	492	57
434	433	100000
434	435	100000
434	443	98
434	429	63
434	430	69
435	434	100000
435	436	100000
435	437	21
435	438	181
436	529	117
436	435	100000
436	437	100000
436	527	86
437	435	21
437	436	100000
437	438	100000
438	435	181
438	437	100000
438	439	100000
438	536	138
438	600	11
439	452	112
439	438	100000
439	440	100000
439	508	64
440	515	179
440	439	100000
440	601	66
440	441	100000
441	440	100000
441	442	100000
441	445	181
443	433	86
443	434	98
443	442	100000
443	492	28
443	444	100000
443	431	45
444	443	100000
444	445	100000
444	446	36
445	441	181
445	444	100000
445	446	100000
446	444	36
446	445	100000
446	447	100000
449	448	100000
449	450	100000
449	485	86
452	451	100000
452	516	119
452	453	100000
452	439	112
454	498	168
454	453	100000
454	455	100000
455	454	100000
455	456	100000
455	457	100
455	462	152
456	432	188
456	496	2
456	455	100000
456	457	100000
457	455	100
457	456	100000
457	521	57
457	458	100000
458	520	58
458	457	100000
458	459	100000
458	461	84
459	458	100000
459	460	100000
459	461	42
460	521	186
460	459	100000
460	461	100000
461	458	84
461	459	42
461	460	100000
461	462	100000
462	455	152
462	522	34
462	587	78
462	588	59
462	461	100000
462	463	100000
463	464	100000
463	467	26
463	580	25
463	462	100000
464	465	100000
464	538	33
464	539	194
464	463	100000
467	466	100000
467	468	100000
467	463	26
468	467	100000
468	469	100000
468	470	196
469	579	155
469	580	112
469	468	100000
469	470	100000
470	468	196
470	469	100000
470	471	100000
471	470	100000
471	472	100000
471	475	197
472	471	100000
472	473	100000
472	573	155
475	484	136
475	471	197
475	474	100000
475	476	100000
475	575	34
476	497	161
476	475	100000
476	477	100000
477	530	113
477	500	31
477	476	100000
477	478	100000
478	775	83
478	807	6
478	776	91
478	477	100000
478	479	100000
481	480	100000
481	482	100000
481	554	147
481	556	191
483	482	100000
483	548	47
483	484	100000
483	550	105
484	483	100000
484	485	100000
484	475	136
485	449	86
485	484	100000
485	486	100000
486	369	56
486	419	161
486	485	100000
486	487	100000
487	419	66
487	596	174
487	486	100000
487	488	100000
488	416	128
488	487	100000
488	424	186
488	489	100000
488	428	191
489	488	100000
489	602	150
489	490	100000
489	604	140
489	413	88
489	414	145
490	489	100000
490	603	172
490	491	100000
490	414	23
491	596	65
491	490	100000
491	492	100000
491	414	5
492	433	57
492	443	28
492	491	100000
492	493	100000
492	527	1
494	424	74
494	505	58
494	507	32
494	493	100000
494	495	100000
496	497	100000
496	456	2
496	428	23
496	495	100000
497	496	100000
497	498	100000
497	476	161
498	497	100000
498	499	100000
498	454	168
499	577	181
499	498	100000
499	500	100000
500	499	100000
500	501	100000
500	477	31
501	500	100000
501	502	100000
501	503	148
502	501	100000
502	503	100000
502	540	180
502	542	42
503	501	148
503	502	100000
503	504	100000
503	540	129
504	421	69
504	503	100000
504	505	100000
505	417	4
505	504	100000
505	506	100000
505	494	58
507	506	100000
507	508	100000
507	494	32
508	354	109
508	439	64
508	507	100000
508	509	100000
508	510	156
509	513	81
509	354	148
509	514	102
509	508	100000
509	510	100000
510	508	156
510	509	100000
510	511	100000
511	512	100000
511	515	37
511	510	100000
513	512	100000
513	514	100000
513	509	81
514	513	100000
514	515	100000
514	509	102
515	432	174
515	514	100000
515	516	100000
515	440	179
515	511	37
516	515	100000
516	452	119
516	517	100000
517	516	100000
517	518	100000
517	519	110
519	517	110
519	518	100000
519	520	100000
520	519	100000
520	521	100000
520	458	58
521	520	100000
521	457	57
521	522	100000
521	460	186
522	521	100000
522	523	100000
522	462	34
524	420	144
524	523	100000
524	525	100000
524	526	147
526	524	147
526	525	100000
526	527	100000
527	528	100000
527	436	86
527	492	1
527	526	100000
529	528	100000
529	530	100000
529	436	117
530	529	100000
530	531	100000
530	477	113
532	531	100000
532	533	100000
532	537	51
534	594	46
534	533	100000
534	535	100000
534	536	4
535	594	154
535	534	100000
535	536	100000
535	605	176
536	594	7
536	438	138
536	534	4
536	535	100000
536	537	100000
537	532	51
537	536	100000
537	538	100000
538	464	33
538	537	100000
538	539	100000
539	464	194
539	538	100000
539	540	100000
540	502	180
540	503	129
540	539	100000
540	541	100000
542	502	42
542	541	100000
542	543	100000
543	544	100000
543	547	23
543	542	100000
544	545	100000
544	549	182
544	543	100000
547	546	100000
547	548	100000
547	543	23
548	483	47
548	547	100000
548	549	100000
549	544	182
549	548	100000
549	550	100000
550	483	105
550	549	100000
550	551	100000
550	552	86
552	550	86
552	551	100000
552	553	100000
554	481	147
554	553	100000
554	555	100000
556	481	191
556	555	100000
556	557	100000
559	560	100000
559	597	149
559	598	120
559	558	100000
561	560	100000
561	562	100000
561	564	1
562	561	100000
562	563	100000
562	564	6
562	565	178
564	561	1
564	562	6
564	563	100000
564	565	100000
565	562	178
565	564	100000
565	566	100000
568	567	100000
568	569	100000
568	571	117
569	568	100000
569	570	100000
569	571	177
569	572	159
571	568	117
571	569	177
571	570	100000
571	572	100000
572	569	159
572	571	100000
572	573	100000
572	575	160
573	576	146
573	472	155
573	572	100000
573	574	100000
575	576	100000
575	475	34
575	572	160
575	574	100000
576	577	100000
576	573	146
576	575	100000
577	576	100000
577	578	100000
577	499	181
577	579	26
579	577	26
579	578	100000
579	580	100000
579	469	155
580	579	100000
580	469	112
580	581	100000
580	463	25
581	580	100000
581	582	100000
581	583	159
583	581	159
583	582	100000
583	584	100000
583	585	175
585	583	175
585	584	100000
585	586	100000
585	587	29
587	585	29
587	586	100000
587	588	100000
587	462	78
588	587	100000
588	589	100000
588	462	59
589	588	100000
589	590	100000
589	591	198
591	592	100000
591	593	108
591	589	198
591	590	100000
593	592	100000
593	594	100000
593	591	108
593	607	98
594	593	100000
594	595	100000
594	534	46
594	535	154
594	536	7
595	272	7
595	594	100000
595	596	100000
595	271	135
596	595	100000
596	597	100000
596	487	174
596	491	65
597	596	100000
597	598	100000
597	559	149
598	597	100000
598	599	100000
598	559	120
599	598	100000
599	600	100000
599	607	38
600	438	11
600	599	100000
600	601	100000
601	440	66
601	600	100000
601	602	100000
602	489	150
602	601	100000
602	603	100000
602	604	26
603	490	172
603	602	100000
603	604	100000
604	489	140
604	602	26
604	603	100000
604	605	100000
605	535	176
605	604	100000
605	606	100000
607	608	100000
607	593	98
607	599	38
607	606	100000
608	609	100000
608	610	2
608	612	21
608	682	54
608	607	100000
609	608	100000
609	610	100000
609	684	171
609	702	23
610	608	2
610	609	100000
610	611	100000
610	698	140
610	683	184
610	702	137
611	610	100000
611	612	100000
611	613	190
611	614	153
612	608	21
